source_index,candidate_id,augmented_field,pivot_lang,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,accepted,reasons,semantic_forward_entailment,semantic_backward_entailment,semantic_min,nli_predicted_label,nli_gold_probability,hard_cue_changes,soft_cue_changes,number_cues_before,number_cues_after,change_ratio,length_ratio,source_to_pivot_over_limit,source_to_pivot_truncated,pivot_to_source_over_limit,pivot_to_source_truncated,was_truncated,translation_model,translation_model_revision,verifier_model,verifier_model_revision,risk_score,human_semantic_equivalent,human_label_preserved,human_useful_augmentation,human_notes
8,8:premise:fra_Latn,premise,fra_Latn,contradiction,Band playing in front of a small crowd outside.,There are thousands of people watching them perform.,The band plays in front of a small crowd outside.,There are thousands of people watching them perform.,Band playing in front of a small crowd outside.,The band plays in front of a small crowd outside.,True,[],0.9955717325210571,0.9971604347229004,0.9955717325210571,2,0.990672767162323,[],[],,,0.08333333333333337,1.0425531914893618,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0137555,,,,
9,9:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Tattooed man getting a tattoo.,A tattooed man is getting a tattoo of a Chinese character.,Tattooed man getting a tattoo.,A tattooed man gets a Chinese character tattooed.,A tattooed man is getting a tattoo of a Chinese character.,A tattooed man gets a Chinese character tattooed.,True,[],0.9970977306365967,0.9915760159492493,0.9915760159492493,1,0.9986774325370789,[],[],,,0.2710280373831776,0.8448275862068966,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00974655,,,,
9,9:premise:fra_Latn,premise,fra_Latn,neutral,Tattooed man getting a tattoo.,A tattooed man is getting a tattoo of a Chinese character.,A man with a tattoo gets a tattoo.,A tattooed man is getting a tattoo of a Chinese character.,Tattooed man getting a tattoo.,A man with a tattoo gets a tattoo.,True,[],0.997239351272583,0.9921482801437378,0.9921482801437378,1,0.9991587400436401,[],[],,,0.375,1.1333333333333333,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00869298,,,,
10,10:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique suit plays the bagpipes to make money.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique suit plays the bagpipes to make money.,True,[],0.9564880728721619,0.9799052476882935,0.9564880728721619,1,0.9702602028846741,[],[],,,0.24193548387096775,0.8115942028985508,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.07325172,,,,
10,10:premise:fra_Latn,premise,fra_Latn,neutral,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique suit plays a pipe while people watch him.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique suit plays a pipe while people watch him.,True,[],0.9796615839004517,0.9840208888053894,0.9796615839004517,1,0.989096999168396,[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",,,0.2571428571428571,0.7283950617283951,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.13124142,,,,
11,11:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.",some musicians sleep,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.",Some musicians are asleep.,some musicians sleep,Some musicians are asleep.,False,"[""label_flip""]",0.9937859773635864,0.9931911826133728,0.9931911826133728,1,0.045716430991888046,[],[],,,0.13043478260869568,1.3,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.96109239,,,,
11,11:premise:fra_Latn,premise,fra_Latn,contradiction,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.",some musicians sleep,"Four musicians playing harp instruments, one clarinet player and three saxophones, watched by a little child riding a bicycle.",some musicians sleep,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.","Four musicians playing harp instruments, one clarinet player and three saxophones, watched by a little child riding a bicycle.",False,"[""semantic_drift"",""label_flip""]",0.5055648684501648,0.9894887804985046,0.5055648684501648,1,0.017588557675480843,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",,,0.22388059701492535,0.8873239436619719,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.57684657,,,,
12,12:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are in a rodeo.,Two young adults are at a rodeo.,Two young adults are in a rodeo.,True,[],0.9753323197364807,0.9936805963516235,0.9753323197364807,0,0.9962078332901001,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.0625,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.12845985,,,,
12,12:premise:fra_Latn,premise,fra_Latn,entailment,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a rodeo.,"Two young adults on a rodeo, one helping the other to repair an arm injury after a short walk.",Two young adults are at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.","Two young adults on a rodeo, one helping the other to repair an arm injury after a short walk.",False,"[""semantic_drift""]",0.0011723102070391178,0.012599664740264416,0.0011723102070391178,0,0.996096670627594,[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",,,0.23076923076923073,0.9306930693069307,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.10273102,,,,
13,13:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A heavyset man is standing next to a building.,The man works in the building.,A heavyset man is standing next to a building.,The man works in the building.,The man works in the building.,The man works in the building.,False,"[""trivial_copy""]",0.9974853992462158,0.9974853992462158,0.9974853992462158,1,0.9031684994697571,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0993461,,,,
13,13:premise:fra_Latn,premise,fra_Latn,neutral,A heavyset man is standing next to a building.,The man works in the building.,A tall man stands next to a building.,The man works in the building.,A heavyset man is standing next to a building.,A tall man stands next to a building.,False,"[""low_nli_confidence""]",0.9828923940658569,0.9488439559936523,0.9488439559936523,1,0.7582346796989441,[],[],,,0.20481927710843373,0.8043478260869565,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.29292136,,,,
14,14:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A group of young students are hanging out together in a university.,Students sit together by the Student Union building.,A group of young students are hanging out together in a university.,The students are sitting together near the Student Union building.,Students sit together by the Student Union building.,The students are sitting together near the Student Union building.,True,[],0.9978126287460327,0.9973689317703247,0.9973689317703247,1,0.9986727237701416,[],"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""hypothesis""}]",,,0.15254237288135597,1.2692307692307692,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.10395834,,,,
14,14:premise:fra_Latn,premise,fra_Latn,neutral,A group of young students are hanging out together in a university.,Students sit together by the Student Union building.,A group of young students hanging out together at a university.,Students sit together by the Student Union building.,A group of young students are hanging out together in a university.,A group of young students hanging out together at a university.,True,[],0.9953858256340027,0.9940946698188782,0.9940946698188782,1,0.9955888986587524,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",,,0.06153846153846154,0.9402985074626866,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11031643,,,,
15,15:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A blond singer is performing as people dance behind her.,Gwen Stefani sings while fans dance.,A blond singer is performing as people dance behind her.,Gwen Stefani sings while the fans dance.,Gwen Stefani sings while fans dance.,Gwen Stefani sings while the fans dance.,True,[],0.9950972199440002,0.9968830943107605,0.9950972199440002,1,0.9957078695297241,[],[],,,0.052631578947368474,1.1111111111111112,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00919491,,,,
15,15:premise:fra_Latn,premise,fra_Latn,neutral,A blond singer is performing as people dance behind her.,Gwen Stefani sings while fans dance.,A blonde singer performs as people dance behind her.,Gwen Stefani sings while fans dance.,A blond singer is performing as people dance behind her.,A blonde singer performs as people dance behind her.,True,[],0.9974015951156616,0.9969237446784973,0.9969237446784973,1,0.9906813502311707,[],[],,,0.07407407407407407,0.9285714285714286,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01239491,,,,
16,16:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,"A man in sunglasses, a red striped sweater, and a leather jacket smiles and points his finger.",A black man in sunglasses and a leather jacket is smiling while pointing a finger,"A man in sunglasses, a red striped sweater, and a leather jacket smiles and points his finger.",A black man with sunglasses and a leather jacket smiles pointing a finger.,A black man in sunglasses and a leather jacket is smiling while pointing a finger,A black man with sunglasses and a leather jacket smiles pointing a finger.,True,[],0.9879569411277771,0.9907644987106323,0.9879569411277771,1,0.9935203194618225,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""hypothesis""}]",,,0.10967741935483866,0.9135802469135802,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11852274,,,,
16,16:premise:fra_Latn,premise,fra_Latn,neutral,"A man in sunglasses, a red striped sweater, and a leather jacket smiles and points his finger.",A black man in sunglasses and a leather jacket is smiling while pointing a finger,"A man with sunglasses, a striped red sweater and a leather jacket smiles and points his finger.",A black man in sunglasses and a leather jacket is smiling while pointing a finger,"A man in sunglasses, a red striped sweater, and a leather jacket smiles and points his finger.","A man with sunglasses, a striped red sweater and a leather jacket smiles and points his finger.",True,[],0.9901705384254456,0.9924111366271973,0.9901705384254456,1,0.9950945377349854,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",,,0.06878306878306883,1.0106382978723405,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11473492,,,,
17,17:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A person picking garbanzo beans with her bear hands.,A person picks garbanzo beans with bear paws for hands.,A person picking garbanzo beans with her bear hands.,A person chooses garbanzo beans with bear legs for their hands.,A person picks garbanzo beans with bear paws for hands.,A person chooses garbanzo beans with bear legs for their hands.,False,"[""semantic_drift"",""label_flip""]",0.00999884307384491,0.010619017295539379,0.00999884307384491,2,0.0399911031126976,[],[],,,0.1694915254237288,1.1454545454545455,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.95001005,,,,
17,17:premise:fra_Latn,premise,fra_Latn,neutral,A person picking garbanzo beans with her bear hands.,A person picks garbanzo beans with bear paws for hands.,A person who collects garbanzo beans with his bear hands.,A person picks garbanzo beans with bear paws for hands.,A person picking garbanzo beans with her bear hands.,A person who collects garbanzo beans with his bear hands.,False,"[""semantic_drift"",""label_flip""]",0.06081399321556091,0.0049889544025063515,0.0049889544025063515,0,0.015354876406490803,[],[],,,0.19266055045871555,1.0961538461538463,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.97965617,,,,
18,18:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A dog running fast with ears flying.,The dog is running fast.,A dog running fast with ears flying.,The dog runs fast.,The dog is running fast.,The dog runs fast.,True,[],0.9975548386573792,0.9948099851608276,0.9948099851608276,0,0.99335116147995,[],[],,,0.19047619047619047,0.75,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01183885,,,,
