source_index,candidate_id,augmented_field,pivot_lang,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,accepted,reasons,semantic_forward_entailment,semantic_backward_entailment,semantic_min,nli_predicted_label,nli_gold_probability,hard_cue_changes,soft_cue_changes,number_cues_before,number_cues_after,change_ratio,length_ratio,source_to_pivot_over_limit,source_to_pivot_truncated,pivot_to_source_over_limit,pivot_to_source_truncated,was_truncated,translation_model,translation_model_revision,verifier_model,verifier_model_revision,risk_score,human_semantic_equivalent,human_label_preserved,human_useful_augmentation,human_notes
28,28:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A lot of motorcycles lined up in Asia.,The vehicles are parked.,A lot of motorcycles lined up in Asia.,The vehicles are parked.,The vehicles are parked.,The vehicles are parked.,False,"[""trivial_copy"",""label_flip""]",0.996679425239563,0.996679425239563,0.996679425239563,0,0.0920761227607727,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.91124445,,,,
117,117:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,The woman is holding the harness that the brown and white dog is wearing.,The woman is walking the brown and white dog.,The woman is holding the harness that the brown and white dog is wearing.,The woman walks the black and white dog.,The woman is walking the brown and white dog.,The woman walks the black and white dog.,False,"[""semantic_drift"",""label_flip""]",0.004840103443711996,0.011528187431395054,0.004840103443711996,2,0.01555816363543272,[],[],,,0.17647058823529416,0.8888888888888888,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.97960173,,,,
325,325:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A girl wearing the number one LaFayette softball uniform is about to throw the ball.,Some woman are softball players.,A girl wearing the number one LaFayette softball uniform is about to throw the ball.,Some women play softball.,Some woman are softball players.,Some women play softball.,False,"[""label_flip""]",0.9978260397911072,0.9973576664924622,0.9973576664924622,0,0.011277643032371998,[],[],,,0.26315789473684215,0.78125,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.99136469,,,,
359,359:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,This gentleman just finished a refreshing swim.,A man is swimming in a pool.,This gentleman just finished a refreshing swim.,A man swims in a pool.,A man is swimming in a pool.,A man swims in a pool.,False,"[""label_flip""]",0.9982538819313049,0.9975705742835999,0.9975705742835999,1,0.0018863729201257229,[],[],,,0.16000000000000003,0.7857142857142857,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00054305,,,,
738,738:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A woman with gray hair is sitting next to a little boy who is holding onto the handles of a stroller and a little girl who is sitting in a different stroller.,An older lady is resting with a couple of children.,A woman with gray hair is sitting next to a little boy who is holding onto the handles of a stroller and a little girl who is sitting in a different stroller.,An elderly woman is resting with two children.,An older lady is resting with a couple of children.,An elderly woman is resting with two children.,False,"[""hard_cue_changed"",""label_flip""]",0.936682403087616,0.99843829870224,0.936682403087616,0,0.15986742079257965,"[{""group"":""number"",""original"":{""couple"":1},""candidate"":{""two"":1},""field"":""hypothesis""}]","[{""group"":""quantifier"",""original"":{""couple"":1},""candidate"":{},""field"":""hypothesis""}]","{""couple"":1}","{""two"":1}",0.23711340206185572,0.9019607843137255,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00345018,,,,
23,23:premise:fra_Latn,premise,fra_Latn,contradiction,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.",The dog isn't shaggy,"Two men are walking in the park, one with a dog on a rope and a canine excrement cleaner.",The dog isn't shaggy,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.","Two men are walking in the park, one with a dog on a rope and a canine excrement cleaner.",False,"[""semantic_drift"",""label_flip""]",0.9899842739105225,0.020289311185479164,0.020289311185479164,1,0.0018931339727714658,[],[],,,0.3402061855670103,0.8476190476190476,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.97781755,,,,
274,274:premise:fra_Latn,premise,fra_Latn,neutral,A young girl expanding the time of childhood through colorful play.,The girl is painting with all the colours of the rainbow.,A young girl who expands her childhood through colorful games.,The girl is painting with all the colours of the rainbow.,A young girl expanding the time of childhood through colorful play.,A young girl who expands her childhood through colorful games.,False,"[""label_flip""]",0.9682736992835999,0.991402804851532,0.9682736992835999,2,0.06301283091306686,[],[],,,0.1937984496124031,0.9253731343283582,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.96871347,,,,
645,645:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A small boy in a white shirt is jumping with a sword in his hand.,Boys holding sword,A small boy in a white shirt is jumping with a sword in his hand.,Boys with Swords,Boys holding sword,Boys with Swords,False,"[""label_flip""]",0.9353086352348328,0.97098708152771,0.9353086352348328,1,0.2515324354171753,[],[],,,0.2941176470588235,0.8888888888888888,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.81315893,,,,
325,325:premise:fra_Latn,premise,fra_Latn,neutral,A girl wearing the number one LaFayette softball uniform is about to throw the ball.,Some woman are softball players.,A girl in LaFayette's softball uniform is about to throw the ball.,Some woman are softball players.,A girl wearing the number one LaFayette softball uniform is about to throw the ball.,A girl in LaFayette's softball uniform is about to throw the ball.,False,"[""hard_cue_changed"",""semantic_drift"",""label_flip""]",0.9945928454399109,0.0011756278108805418,0.0011756278108805418,0,0.02114148437976837,"[{""group"":""number"",""original"":{""one"":1},""candidate"":{},""field"":""premise""}]","[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]","{""one"":1}",{},0.1466666666666666,0.7857142857142857,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,2.07768289,,,,
678,678:premise:fra_Latn,premise,fra_Latn,neutral,A man is selling water and lemonade at a stand.,a vendor is selling lemonade.,A man sells water and lemonade at a booth.,a vendor is selling lemonade.,A man is selling water and lemonade at a stand.,A man sells water and lemonade at a booth.,False,"[""label_flip""]",0.9661140441894531,0.989614725112915,0.9661140441894531,0,0.003700335742905736,[],[],,,0.1685393258426966,0.8936170212765957,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.03018562,,,,
415,415:premise:fra_Latn,premise,fra_Latn,entailment,A man doing a trick on a bicycle in a wooded area.,A man does a trick,A man doing something on a bike in a wooded area.,A man does a trick,A man doing a trick on a bicycle in a wooded area.,A man doing something on a bike in a wooded area.,False,"[""semantic_drift"",""label_flip""]",0.9948531985282898,0.003918400499969721,0.003918400499969721,1,0.004921175539493561,[],[],,,0.1717171717171717,0.98,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.99116042,,,,
5,5:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A woman is holding a bird while sitting in a flowering tree.,a woman puts her bird ina a tree,A woman is holding a bird while sitting in a flowering tree.,A woman puts her bird in a tree,a woman puts her bird ina a tree,A woman puts her bird in a tree,False,"[""trivial_copy"",""label_flip""]",0.9961535334587097,0.9946637153625488,0.9946637153625488,0,0.09445426613092422,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.015873015873015928,0.96875,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.01088202,,,,
588,588:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Men and women competing in a marathon.,The men and women are at the end of the marathon.,Men and women competing in a marathon.,Men and women are at the end of the marathon.,The men and women are at the end of the marathon.,Men and women are at the end of the marathon.,False,"[""label_flip""]",0.995166540145874,0.9882241487503052,0.9882241487503052,2,0.10199511796236038,[],[],,,0.04255319148936165,0.9183673469387755,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.90978073,,,,
617,617:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A police officer on a motorcycle talking to two men on a cobblestone street.,A motorbike cop interrogates two men on a street.,A police officer on a motorcycle talking to two men on a cobblestone street.,A motorcycle cop is interrogating two men on a street.,A motorbike cop interrogates two men on a street.,A motorcycle cop is interrogating two men on a street.,False,"[""label_flip""]",0.9974756836891174,0.9976553916931152,0.9974756836891174,0,0.12705446779727936,[],[],,,0.1456310679611651,1.1020408163265305,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.87546985,,,,
103,103:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A boy in his pajamas getting ready to play something on his guitar.,A boy sits in his pajamas with a guitar on his lap.,A boy in his pajamas getting ready to play something on his guitar.,A boy is sitting in his pajamas with a guitar on his knee.,A boy sits in his pajamas with a guitar on his lap.,A boy is sitting in his pajamas with a guitar on his knee.,False,"[""label_flip""]",0.8896591067314148,0.9858710169792175,0.8896591067314148,1,0.019917016848921776,[],[],,,0.13761467889908252,1.1372549019607843,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.09042388,,,,
527,527:premise:fra_Latn,premise,fra_Latn,neutral,"Two men kick in the air at each other on a grassy area, while another man watches them in the background.",The men are outdoors.,"Two men collide in the air on a green field, while another man watches them in the background.",The men are outdoors.,"Two men kick in the air at each other on a grassy area, while another man watches them in the background.","Two men collide in the air on a green field, while another man watches them in the background.",False,"[""semantic_drift"",""label_flip""]",0.026258433237671852,0.8186357617378235,0.026258433237671852,0,0.02633286453783512,[],[],,,0.18592964824120606,0.8952380952380953,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.9474087,,,,
308,308:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A boat floating on blue water.,The boat is about to be taken out on the water.,A boat floating on blue water.,The boat is about to be put back into the water.,The boat is about to be taken out on the water.,The boat is about to be put back into the water.,False,"[""semantic_drift"",""label_flip""]",0.31591495871543884,0.9856770038604736,0.31591495871543884,2,0.09339170902967453,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""hypothesis""}]",,,0.17894736842105263,1.0212765957446808,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.69069333,,,,
230,230:premise:fra_Latn,premise,fra_Latn,entailment,Eight people are on an escalator going up or down.,Group of people taking an escalator.,Eight people are going up or down a staircase.,Group of people taking an escalator.,Eight people are on an escalator going up or down.,Eight people are going up or down a staircase.,False,"[""semantic_drift"",""label_flip""]",0.06498146802186966,0.002911139279603958,0.002911139279603958,2,0.0002003294648602605,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",,,0.29166666666666663,0.92,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,2.09688853,,,,
788,788:premise:fra_Latn,premise,fra_Latn,contradiction,A woman and a man holding a small boy smile while standing in front of a decorated christmas tree with gifts under it.,The family is celebrating its last Channukah.,A woman and a man holding a smiling little boy in front of a Christmas tree decorated with gifts underneath.,The family is celebrating its last Channukah.,A woman and a man holding a small boy smile while standing in front of a decorated christmas tree with gifts under it.,A woman and a man holding a smiling little boy in front of a Christmas tree decorated with gifts underneath.,False,"[""label_flip""]",0.9944204688072205,0.98932284116745,0.98932284116745,1,0.008220155723392963,[],"[{""group"":""space"",""original"":{""front"":1,""under"":1,""in"":1},""candidate"":{""front"":1,""in"":1},""field"":""premise""}]",,,0.2566371681415929,0.9152542372881356,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.102457,,,,
97,97:premise:fra_Latn,premise,fra_Latn,entailment,The cylinder's pattern could be described as red chevron.,The cylinder was painted by someone.,The pattern of the cylinder could be described as a red chevron.,The cylinder was painted by someone.,The cylinder's pattern could be described as red chevron.,The pattern of the cylinder could be described as a red chevron.,False,"[""label_flip""]",0.9964931607246399,0.9973310232162476,0.9964931607246399,1,0.002194513101130724,[],[],,,0.22314049586776863,1.1228070175438596,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00131233,,,,
144,144:premise:fra_Latn,premise,fra_Latn,entailment,This is a child in a snowy landscape sledding down a hill.,The child is sledding through the snow.,It's a child in a snowy landscape hanging on a hill.,The child is sledding through the snow.,This is a child in a snowy landscape sledding down a hill.,It's a child in a snowy landscape hanging on a hill.,False,"[""semantic_drift"",""label_flip""]",0.0022901869378983974,0.00029291262035258114,0.00029291262035258114,1,0.002731044078245759,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""on"":1,""in"":1},""field"":""premise""}]",,,0.1636363636363637,0.896551724137931,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,2.09697604,,,,
705,705:premise:fra_Latn,premise,fra_Latn,contradiction,A man bundled up in a coat displaying with his arms a bunch of clothes.,The man was about to go outside,"A man in a coat, showing off a bunch of clothes with his arms.",The man was about to go outside,A man bundled up in a coat displaying with his arms a bunch of clothes.,"A man in a coat, showing off a bunch of clothes with his arms.",False,"[""label_flip""]",0.9965674877166748,0.9783732891082764,0.9783732891082764,1,0.001500170212239027,[],[],,,0.3834586466165414,0.8732394366197183,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.02012654,,,,
588,588:premise:fra_Latn,premise,fra_Latn,neutral,Men and women competing in a marathon.,The men and women are at the end of the marathon.,Men and women competing in marathons.,The men and women are at the end of the marathon.,Men and women competing in a marathon.,Men and women competing in marathons.,False,"[""label_flip""]",0.992697536945343,0.9934003353118896,0.992697536945343,2,0.15529610216617584,[],[],,,0.040000000000000036,0.9736842105263158,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.85200636,,,,
229,229:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,Several men sit with their green nets in fishing boats.,The men are standing in the boats.,Several men sit with their green nets in fishing boats.,The men are in the boats.,The men are standing in the boats.,The men are in the boats.,False,"[""semantic_drift"",""label_flip""]",0.9934495091438293,0.36061519384384155,0.36061519384384155,0,0.0011137762339785695,[],[],,,0.15254237288135597,0.7352941176470589,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.63827103,,,,
64,64:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A dog runs while holding an object in its mouth.,The dog brings the ball back to his owner.,A dog runs while holding an object in its mouth.,The dog returns the bullet to its owner.,The dog brings the ball back to his owner.,The dog returns the bullet to its owner.,False,"[""semantic_drift"",""label_flip""]",0.0013250495539978147,0.0017047892324626446,0.0013250495539978147,2,0.21100786328315735,[],[],,,0.2195121951219512,0.9523809523809523,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.78766709,,,,
50,50:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Wolf-like dog chasing white wiffle ball through a green field.,The dog is in the field.,Wolf-like dog chasing white wiffle ball through a green field.,The dog is in the field.,The dog is in the field.,The dog is in the field.,False,"[""trivial_copy"",""label_flip""]",0.9963133931159973,0.9963133931159973,0.9963133931159973,0,0.014200634323060513,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.98948597,,,,
259,259:premise:fra_Latn,premise,fra_Latn,contradiction,people in white shirts and backpacks looking around one of them holding a small camera.,Some people are dressed in formal wear at the museum.,People in white shirts and backpacks looking around one of them holding a small camera.,Some people are dressed in formal wear at the museum.,people in white shirts and backpacks looking around one of them holding a small camera.,People in white shirts and backpacks looking around one of them holding a small camera.,False,"[""trivial_copy"",""label_flip""]",0.9928096532821655,0.9934624433517456,0.9928096532821655,1,0.0758768692612648,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.93131348,,,,
