input_position,source_index,original_source_index,candidate_id,original_candidate_id,augmented_field,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,current_semantic_forward,current_semantic_backward,current_semantic_min,original_nli_predicted_label,original_nli_gold_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,nli_transition,hard_cue_changes,soft_cue_changes,change_ratio,accepted,reasons,review_categories,review_semantic_equivalent,review_label_preserved,review_useful_augmentation,review_verdict,review_notes,secondary_sts_score,secondary_roberta_forward_entailment,secondary_roberta_backward_entailment,secondary_roberta_min_entailment,secondary_sts_large_score,secondary_bleurt_score,secondary_bart_forward_entailment,secondary_bart_backward_entailment,secondary_bart_min_entailment,expert_semantic_verdict,expert_useful_verdict,expert_notes,final_disagreement_reasons
14,5560,,5560:premise:fra_Latn,,premise,neutral,,,,,A group of young students are hanging out together in a university.,A group of young students hanging out together at a university.,0.9953858256340027,0.9940946698188782,0.9940946698188782,0.9953858256340027,0.9940946698188782,0.9940946698188782,neutral,0.9966065883636475,neutral,0.9955888986587524,,,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",0.06153846153846154,True,[],,,,,,,0.9967796206474304,0.9895558953285217,0.9834988713264465,0.9834988713264465,0.9699608087539673,0.6358767151832581,,,,,,,
14,5560,,5560:hypothesis:fra_Latn,,hypothesis,neutral,,,,,Students sit together by the Student Union building.,The students are sitting together near the Student Union building.,0.9978126287460327,0.9973689317703247,0.9973689317703247,0.9978126287460327,0.9973689317703247,0.9973689317703247,neutral,0.9966065883636475,neutral,0.9986727237701416,,,[],"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""hypothesis""}]",0.15254237288135597,True,[],,,,,,,0.9666560292243958,0.9916037917137146,0.9917712807655334,0.9916037917137146,0.9667457938194275,0.5836713314056396,,,,,,,
15,5704,,5704:premise:fra_Latn,,premise,neutral,,,,,A blond singer is performing as people dance behind her.,A blonde singer performs as people dance behind her.,0.9974015951156616,0.9969237446784973,0.9969237446784973,0.9974015951156616,0.9969237446784973,0.9969237446784973,neutral,0.9921020865440369,neutral,0.9906813502311707,,,[],[],0.07407407407407407,True,[],,,,,,,0.9962902069091797,0.9937669038772583,0.9935640692710876,0.9935640692710876,0.9711976647377014,0.8753319978713989,,,,,,,
15,5704,,5704:hypothesis:fra_Latn,,hypothesis,neutral,,,,,Gwen Stefani sings while fans dance.,Gwen Stefani sings while the fans dance.,0.9950972199440002,0.9968830943107605,0.9950972199440002,0.9950972199440002,0.9968830943107605,0.9950972199440002,neutral,0.9921020865440369,neutral,0.9957078695297241,,,[],[],0.052631578947368474,True,[],,,,,,,0.996644139289856,0.9927748441696167,0.9934782981872559,0.9927748441696167,0.9701396226882935,0.9517354965209961,,,,,,,
16,6279,,6279:premise:fra_Latn,,premise,neutral,,,,,"A man in sunglasses, a red striped sweater, and a leather jacket smiles and points his finger.","A man with sunglasses, a striped red sweater and a leather jacket smiles and points his finger.",0.9901705384254456,0.9924111366271973,0.9901705384254456,0.9901705384254456,0.9924111366271973,0.9901705384254456,neutral,0.995549201965332,neutral,0.9950945377349854,,,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",0.06878306878306883,True,[],,,,,,,0.9966117739677429,0.9944127202033997,0.9943951368331909,0.9943951368331909,0.9741032719612122,0.8792064189910889,,,,,,,
16,6279,,6279:hypothesis:fra_Latn,,hypothesis,neutral,,,,,A black man in sunglasses and a leather jacket is smiling while pointing a finger,A black man with sunglasses and a leather jacket smiles pointing a finger.,0.9879569411277771,0.9907644987106323,0.9879569411277771,0.9879569411277771,0.9907644987106323,0.9879569411277771,neutral,0.995549201965332,neutral,0.9935203194618225,,,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""hypothesis""}]",0.10967741935483866,True,[],,,,,,,0.9966660141944885,0.991737425327301,0.986687183380127,0.986687183380127,0.9732743501663208,0.7198064923286438,,,,,,,
18,8269,,8269:premise:fra_Latn,,premise,entailment,,,,,A dog running fast with ears flying.,A dog that runs fast with flying ears.,0.9957169890403748,0.9942838549613953,0.9942838549613953,0.9957169890403748,0.9942838549613953,0.9942838549613953,entailment,0.9953662157058716,entailment,0.9910236597061157,,,[],[],0.2702702702702703,True,[],,,,,,,0.98430335521698,0.993539035320282,0.9939857125282288,0.993539035320282,0.968672513961792,0.49675631523132324,,,,,,,
18,8269,,8269:hypothesis:fra_Latn,,hypothesis,entailment,,,,,The dog is running fast.,The dog runs fast.,0.9975548386573792,0.9948099851608276,0.9948099851608276,0.9975548386573792,0.9948099851608276,0.9948099851608276,entailment,0.9953662157058716,entailment,0.99335116147995,,,[],[],0.19047619047619047,True,[],,,,,,,0.9966478943824768,0.9940462112426758,0.9934321045875549,0.9934321045875549,0.966171383857727,0.8626694679260254,,,,,,,
20,9707,,9707:premise:fra_Latn,,premise,neutral,,,,,A woman in a white jacket is standing next to an older woman while reviewing a subway map.,A woman in a white jacket is standing next to an elderly woman looking at a map of the subway.,0.9870295524597168,0.9974886178970337,0.9870295524597168,0.9870295524597168,0.9974886178970337,0.9870295524597168,neutral,0.9943884015083313,neutral,0.9935508966445923,,,[],[],0.19565217391304346,True,[],,,,,,,0.9916303753852844,0.9920095205307007,0.9835070371627808,0.9835070371627808,0.9688864350318909,0.6503846049308777,,,,,,,
21,10680,,10680:premise:fra_Latn,,premise,contradiction,,,,,Two girls looking in microscopes.,Two girls looking at the microscope.,0.9767071008682251,0.9540716409683228,0.9540716409683228,0.9767071008682251,0.9540716409683228,0.9540716409683228,contradiction,0.9993793964385986,contradiction,0.9994245767593384,,,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",0.13043478260869568,True,[],,,,,,,0.9939343333244324,0.9630623459815979,0.9488421082496643,0.9488421082496643,0.9635159969329834,0.7685047388076782,,,,,,,
21,10680,,10680:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,the two girls are listening to music while in science class instead of doing their homework,Both girls listen to music in science class instead of doing their homework.,0.9962235689163208,0.995875895023346,0.995875895023346,0.9962235689163208,0.995875895023346,0.995875895023346,contradiction,0.9993793964385986,contradiction,0.9995075464248657,,,[],[],0.12574850299401197,True,[],,,,,,,0.9967809915542603,0.993725597858429,0.9928036332130432,0.9928036332130432,0.9734542965888977,0.7464518547058105,,,,,,,
24,13229,,13229:premise:fra_Latn,,premise,contradiction,,,,,A woman wearing a black stands in front of a counter while she holds a piece of meat.,A woman in black is standing in front of a counter holding a piece of meat.,0.9966766834259033,0.9976118803024292,0.9966766834259033,0.9966766834259033,0.9976118803024292,0.9966766834259033,contradiction,0.999629020690918,contradiction,0.999494194984436,,,[],"[{""group"":""space"",""original"":{""front"":1,""in"":1},""candidate"":{""front"":1,""in"":2},""field"":""premise""}]",0.17500000000000004,True,[],,,,,,,0.9898872971534729,0.9929554462432861,0.9940537810325623,0.9929554462432861,0.9682533144950867,0.5778247117996216,,,,,,,
24,13229,,13229:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,The woman is naked while holding a salad.,The woman is naked holding a salad.,0.9969432950019836,0.9966807961463928,0.9966807961463928,0.9969432950019836,0.9966807961463928,0.9966807961463928,contradiction,0.999629020690918,contradiction,0.9996335506439209,,,[],[],0.07894736842105265,True,[],,,,,,,0.9960206151008606,0.9917628765106201,0.9932323694229126,0.9917628765106201,0.9669193029403687,0.7657190561294556,,,,,,,
25,13559,,13559:premise:fra_Latn,,premise,entailment,,,,,"Two teams, one wearing blue and white, the other in red and white, are playing football.","Two teams, one in blue and white, the other in red and white, play football.",0.9894132018089294,0.9943878054618835,0.9894132018089294,0.9894132018089294,0.9943878054618835,0.9894132018089294,entailment,0.9929476976394653,entailment,0.9904975295066833,,,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",0.07317073170731703,True,[],,,,,,,0.9964414238929749,0.9933379888534546,0.9917722344398499,0.9917722344398499,0.9717279672622681,0.7844387292861938,,,,,,,
25,13559,,13559:hypothesis:fra_Latn,,hypothesis,entailment,,,,,There are people playing a game.,There are people who play a game.,0.997711181640625,0.9970611929893494,0.9970611929893494,0.997711181640625,0.9970611929893494,0.9970611929893494,entailment,0.9929476976394653,entailment,0.9927611351013184,,,[],[],0.10769230769230764,True,[],,,,,,,0.9479359984397888,0.9933264255523682,0.9935864806175232,0.9933264255523682,0.9654332399368286,0.8874047994613647,,,,,,,
27,14934,,14934:hypothesis:fra_Latn,,hypothesis,entailment,,,,,a man is driving a piece of equipment on the grounds of a venue.,A man drives equipment on the ground of a place.,0.9972220659255981,0.9830445051193237,0.9830445051193237,0.9972220659255981,0.9830445051193237,0.9830445051193237,entailment,0.9978760480880737,entailment,0.996451735496521,,,[],[],0.2321428571428571,True,[],,,,,,,0.9714556336402893,0.9901902675628662,0.9801572561264038,0.9801572561264038,0.9529725909233093,0.2689000070095062,,,,,,,
29,17575,,17575:premise:fra_Latn,,premise,neutral,,,,,A football player lands on his head.,A football player falls on his head.,0.9925656318664551,0.9955202341079712,0.9925656318664551,0.9925656318664551,0.9955202341079712,0.9925656318664551,neutral,0.996729850769043,neutral,0.994096040725708,,,[],[],0.08333333333333337,True,[],,,,,,,0.914082944393158,0.9926073551177979,0.9924283623695374,0.9924283623695374,0.9648537039756775,0.6899847984313965,,,,,,,
34,19294,,19294:premise:fra_Latn,,premise,neutral,,,,,A shirtless man with sunglasses looks at the camera during a beach party.,A shirtless man with sunglasses looks at the camera at a beach party.,0.9949310421943665,0.9925503730773926,0.9925503730773926,0.9949310421943665,0.9925503730773926,0.9925503730773926,neutral,0.9983038902282715,neutral,0.9981221556663513,,,[],"[{""group"":""time"",""original"":{""during"":1},""candidate"":{},""field"":""premise""}]",0.05633802816901412,True,[],,,,,,,0.9716421961784363,0.9920586943626404,0.9901676177978516,0.9901676177978516,0.9722754955291748,0.889035701751709,,,,,,,
34,19294,,19294:hypothesis:fra_Latn,,hypothesis,neutral,,,,,the man is a model,man is a model,0.9912541508674622,0.9915728569030762,0.9912541508674622,0.9912541508674622,0.9915728569030762,0.9912541508674622,neutral,0.9983038902282715,neutral,0.9963966012001038,,,[],[],0.125,True,[],,,,,,,0.9965370893478394,0.9868434071540833,0.9855949878692627,0.9855949878692627,0.9641982913017273,0.9389501810073853,,,,,,,
35,19844,,19844:hypothesis:fra_Latn,,hypothesis,entailment,,,,,A young blond person looking at a white robot on a green table.,A young blonde looking at a white robot on a green table.,0.9950087070465088,0.9938108325004578,0.9938108325004578,0.9950087070465088,0.9938108325004578,0.9938108325004578,entailment,0.9864567518234253,entailment,0.9933235049247742,,,[],[],0.050000000000000044,True,[],,,,,,,0.9965895414352417,0.9900504350662231,0.9903477430343628,0.9900504350662231,0.9684476256370544,0.9468920230865479,,,,,,,
37,26244,,26244:premise:fra_Latn,,premise,neutral,,,,,A boy in a swimsuit sitting on top of a circular fountain.,A boy in a swimsuit sitting on a circular fountain.,0.9950703382492065,0.9678703546524048,0.9678703546524048,0.9950703382492065,0.9678703546524048,0.9678703546524048,neutral,0.9370047450065613,neutral,0.9476723670959473,,,[],[],0.06422018348623848,True,[],,,,,,,0.9935663342475891,0.991908848285675,0.9845085144042969,0.9845085144042969,0.9450967907905579,0.9305356740951538,,,,,,,
38,27041,,27041:premise:fra_Latn,,premise,entailment,,,,,A man wearing a flannel shirt picking oranges in a farmer's market.,A man in a flannel shirt picking oranges at a farmer's market.,0.9964902997016907,0.9964784979820251,0.9964784979820251,0.9964902997016907,0.9964784979820251,0.9964784979820251,entailment,0.9932605624198914,entailment,0.9936000108718872,,,[],[],0.06976744186046513,True,[],,,,,,,0.9966752529144287,0.9923983216285706,0.9925084710121155,0.9923983216285706,0.9715412855148315,0.8492704033851624,,,,,,,
39,27080,,27080:premise:fra_Latn,,premise,entailment,,,,,"A man wearing a gray hooded sweatshirt, blue jeans, and white and gray socks is putting his foot on top of his head.","A man in a gray sweatshirt, blue jeans, and white and gray socks sets foot on his head.",0.996000349521637,0.9251251220703125,0.9251251220703125,0.996000349521637,0.9251251220703125,0.9251251220703125,entailment,0.9898721575737,entailment,0.9698268175125122,,,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1,""on"":1},""field"":""premise""}]",0.15270935960591137,True,[],,,,,,,0.9961361289024353,0.993507981300354,0.771885097026825,0.771885097026825,0.8913343548774719,0.6558305621147156,,,,,,,
40,28431,,28431:premise:fra_Latn,,premise,contradiction,,,,,"A young man performs yoga, inspired by a beautiful day on the beach.","A young man practicing yoga, inspired by a beautiful day on the beach.",0.9943395256996155,0.9958641529083252,0.9943395256996155,0.9943395256996155,0.9958641529083252,0.9943395256996155,contradiction,0.9995118379592896,contradiction,0.9996035695075989,,,[],[],0.10144927536231885,True,[],,,,,,,0.9616279006004333,0.9801099300384521,0.9871225357055664,0.9801099300384521,0.970596432685852,0.6715980172157288,,,,,,,
40,28431,,28431:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,A karate battle in the woods,A Karate Battle in the Forest,0.980991542339325,0.9927975535392761,0.980991542339325,0.980991542339325,0.9927975535392761,0.980991542339325,contradiction,0.9995118379592896,contradiction,0.9992276430130005,,,[],[],0.1228070175438597,True,[],,,,,,,0.9968672394752502,0.9734540581703186,0.9680646061897278,0.9680646061897278,0.9551082849502563,0.9255211353302002,,,,,,,
41,28875,,28875:premise:fra_Latn,,premise,contradiction,,,,,Boys in Africa are outside playing soccer and enjoying themselves.,African boys are out playing football and having fun.,0.9945857524871826,0.9966717958450317,0.9945857524871826,0.9945857524871826,0.9966717958450317,0.9945857524871826,contradiction,0.9995566010475159,contradiction,0.999514102935791,,,[],"[{""group"":""space"",""original"":{""outside"":1,""in"":1},""candidate"":{},""field"":""premise""}]",0.4285714285714286,True,[],,,,,,,0.7795453667640686,0.028881462290883064,0.12960878014564514,0.028881462290883064,0.6554422974586487,0.286056786775589,,,,,,,
41,28875,,28875:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,The kids play baseball.,The kids are playing baseball.,0.996364414691925,0.9972617626190186,0.996364414691925,0.996364414691925,0.9972617626190186,0.996364414691925,contradiction,0.9995566010475159,contradiction,0.9995953440666199,,,[],[],0.13207547169811318,True,[],,,,,,,0.9966957569122314,0.9917801022529602,0.9927080273628235,0.9917801022529602,0.9630025029182434,0.8490316867828369,,,,,,,
43,29415,,29415:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,A man is working inside.,There's a man working inside.,0.9978394508361816,0.9975304007530212,0.9975304007530212,0.9978394508361816,0.9975304007530212,0.9975304007530212,contradiction,0.9534854888916016,contradiction,0.8651098608970642,,,[],[],0.2075471698113207,True,[],,,,,,,0.9966387748718262,0.9927417039871216,0.9933640956878662,0.9927417039871216,0.9658966064453125,0.7256484031677246,,,,,,,
45,30056,,30056:premise:fra_Latn,,premise,neutral,,,,,A man with glasses and a white shirt playing a red guitar.,A man in glasses and a white shirt playing a red guitar.,0.9937787652015686,0.9936698079109192,0.9936698079109192,0.9937787652015686,0.9936698079109192,0.9936698079109192,neutral,0.9971179962158203,neutral,0.9966431856155396,,,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.03508771929824561,True,[],,,,,,,0.9968306422233582,0.9936211705207825,0.9935611486434937,0.9935611486434937,0.9725657105445862,1.0004923343658447,,,,,,,
46,32175,,32175:premise:fra_Latn,,premise,neutral,,,,,A child shows other kids his still packaged toy.,A child shows other children his toy still packed.,0.9960088729858398,0.9969186782836914,0.9960088729858398,0.9960088729858398,0.9969186782836914,0.9960088729858398,neutral,0.9993520379066467,neutral,0.999428927898407,,,[],[],0.18367346938775508,True,[],,,,,,,0.9938755631446838,0.9867754578590393,0.9906855225563049,0.9867754578590393,0.9719468355178833,0.6380228996276855,,,,,,,
46,32175,,32175:hypothesis:fra_Latn,,hypothesis,neutral,,,,,A child has a Buzz Lightyear doll.,A kid has a Buzz Lightyear doll.,0.9974700212478638,0.9971207976341248,0.9971207976341248,0.9974700212478638,0.9971207976341248,0.9971207976341248,neutral,0.9993520379066467,neutral,0.9993636012077332,,,[],[],0.06060606060606055,True,[],,,,,,,0.9967365860939026,0.9930084943771362,0.993152379989624,0.9930084943771362,0.9634007811546326,0.924243152141571,,,,,,,
47,32579,,32579:premise:fra_Latn,,premise,neutral,,,,,"Two musicians are carrying speakers, guitars, and musical equipment.","Two musicians carry loudspeakers, guitars, and musical instruments.",0.9947825074195862,0.993746280670166,0.993746280670166,0.9947825074195862,0.993746280670166,0.993746280670166,neutral,0.9976015686988831,neutral,0.9983035326004028,,,[],[],0.15555555555555556,True,[],,,,,,,0.9965857267379761,0.98993319272995,0.9935178756713867,0.98993319272995,0.9273810982704163,0.8091942667961121,,,,,,,
48,32673,,32673:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,Noone is watching the man.,No one's watching him.,0.9975220561027527,0.9966239929199219,0.9966239929199219,0.9975220561027527,0.9966239929199219,0.9966239929199219,contradiction,0.9993467926979065,contradiction,0.9994598031044006,,,[],"[{""group"":""negation"",""original"":{""nobody"":1},""candidate"":{""no"":1},""field"":""hypothesis""}]",0.20833333333333337,True,[],,,,,,,0.8283897638320923,0.9918696880340576,0.9915674328804016,0.9915674328804016,0.9408746361732483,-0.8902280926704407,,,,,,,
49,34221,,34221:hypothesis:fra_Latn,,hypothesis,neutral,,,,,Two men are out in the mountains.,Two men are in the mountains.,0.996299684047699,0.9931227564811707,0.9931227564811707,0.996299684047699,0.9931227564811707,0.9931227564811707,neutral,0.9715840220451355,neutral,0.9631985425949097,,,[],[],0.06451612903225812,True,[],,,,,,,0.9968245029449463,0.9932550191879272,0.9903234243392944,0.9903234243392944,0.9618562459945679,0.8572752475738525,,,,,,,
51,37727,,37727:premise:fra_Latn,,premise,neutral,,,,,"A person holding up a red, yellow and purple striped flag on a street.","A person holding a red, yellow and purple stripe flag in the street.",0.9929296374320984,0.9879141449928284,0.9879141449928284,0.9929296374320984,0.9879141449928284,0.9879141449928284,neutral,0.999016284942627,neutral,0.9990366697311401,,,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.07246376811594202,True,[],,,,,,,0.9966832995414734,0.9919437170028687,0.9932407140731812,0.9919437170028687,0.9718015789985657,0.7819655537605286,,,,,,,
51,37727,,37727:hypothesis:fra_Latn,,hypothesis,neutral,,,,,The person holds the flag of their home country.,The person holds the flag of his country of origin.,0.9861773252487183,0.9841206669807434,0.9841206669807434,0.9861773252487183,0.9841206669807434,0.9841206669807434,neutral,0.999016284942627,neutral,0.998988926410675,,,[],[],0.19191919191919193,True,[],,,,,,,0.9139140844345093,0.9914189577102661,0.9907804131507874,0.9907804131507874,0.926356852054596,0.6312429308891296,,,,,,,
53,38101,,38101:hypothesis:fra_Latn,,hypothesis,neutral,,,,,The girl is not wearing shoes.,The girl doesn't wear shoes.,0.9978317618370056,0.9950405955314636,0.9950405955314636,0.9978317618370056,0.9950405955314636,0.9950405955314636,neutral,0.9979598522186279,neutral,0.9986128807067871,,,[],[],0.1724137931034483,True,[],,,,,,,0.9786160588264465,0.9940078258514404,0.9925745725631714,0.9925745725631714,0.9669901728630066,0.7560535669326782,,,,,,,
