input_position,source_index,original_source_index,candidate_id,original_candidate_id,augmented_field,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,current_semantic_forward,current_semantic_backward,current_semantic_min,original_nli_predicted_label,original_nli_gold_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,nli_transition,hard_cue_changes,soft_cue_changes,change_ratio,accepted,reasons,review_categories,review_semantic_equivalent,review_label_preserved,review_useful_augmentation,review_verdict,review_notes,secondary_sts_score,secondary_roberta_forward_entailment,secondary_roberta_backward_entailment,secondary_roberta_min_entailment,secondary_sts_large_score,secondary_bleurt_score,secondary_bart_forward_entailment,secondary_bart_backward_entailment,secondary_bart_min_entailment,expert_semantic_verdict,expert_useful_verdict,expert_notes,final_disagreement_reasons
181,117651,,117651:premise:fra_Latn,,premise,entailment,,,,,A dog taking a poop in the street.,A dog that's doing shit on the street.,0.9963812828063965,0.9952267408370972,0.9952267408370972,0.9963812828063965,0.9952267408370972,0.9952267408370972,entailment,0.9940306544303894,entailment,0.9904897212982178,,,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""on"":1},""field"":""premise""}]",0.25,True,[],,,,,,,0.8480260968208313,0.9915665984153748,0.9933860898017883,0.9915665984153748,0.9597871899604797,-0.31954339146614075,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85|bleurt_below_pass_p10
416,285462,,285462:premise:fra_Latn,,premise,contradiction,,,,,A person in a dark wetsuit is surfing.,A person in a black suit surfing.,0.984784722328186,0.9858232736587524,0.984784722328186,0.984784722328186,0.9858232736587524,0.984784722328186,contradiction,0.9990559220314026,contradiction,0.9990963935852051,,,[],[],0.15492957746478875,True,[],,,,,,,0.8721159100532532,0.8166790008544922,0.15961822867393494,0.15961822867393494,0.7256734371185303,-0.2807386517524719,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85|bleurt_below_pass_p10
729,499937,,499937:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,The trumpeters are playing fiddles.,The trumpets play violins.,0.9897913932800293,0.9909977912902832,0.9897913932800293,0.9897913932800293,0.9909977912902832,0.9897913932800293,contradiction,0.9990154504776001,contradiction,0.9890896677970886,,,[],[],0.3114754098360656,True,[],,,,,,,0.4778638184070587,0.009784749709069729,0.017667163163423538,0.009784749709069729,0.5068690776824951,-0.01598323881626129,,,,,,,sts_base_below_0.85|sts_large_below_0.85
748,512053,,512053:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,Nobody is performing.,No one's playing.,0.9962934851646423,0.9958156943321228,0.9958156943321228,0.9962934851646423,0.9958156943321228,0.9958156943321228,contradiction,0.9995456337928772,contradiction,0.9997307658195496,,,[],"[{""group"":""negation"",""original"":{""nobody"":1},""candidate"":{""no"":1},""field"":""hypothesis""}]",0.4736842105263158,True,[],,,,,,,0.5978107452392578,0.9814233183860779,0.989316463470459,0.9814233183860779,0.513242781162262,0.3049830496311188,,,,,,,sts_base_below_0.85|sts_large_below_0.85
242,166345,,166345:hypothesis:fra_Latn,,hypothesis,neutral,,,,,watched by a group,observed by a group,0.9914344549179077,0.9929113984107971,0.9914344549179077,0.9914344549179077,0.9929113984107971,0.9914344549179077,neutral,0.9992368221282959,neutral,0.9990070462226868,,,[],[],0.29729729729729726,True,[],,,,,,,0.6756428480148315,0.9756649136543274,0.9733701348304749,0.9733701348304749,0.9263675212860107,0.4154800772666931,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85
474,319482,,319482:hypothesis:fra_Latn,,hypothesis,entailment,,,,,Two boys stretching for the sky,Two Boys Stretching to Heaven,0.9843989610671997,0.993966281414032,0.9843989610671997,0.9843989610671997,0.993966281414032,0.9843989610671997,entailment,0.9409997463226318,entailment,0.9359678626060486,,,[],[],0.19999999999999996,True,[],,,,,,,0.7382628321647644,0.973594605922699,0.9784215688705444,0.973594605922699,0.7578133344650269,0.41977840662002563,,,,,,,sts_base_below_0.85|sts_large_below_0.85
655,448093,,448093:premise:fra_Latn,,premise,entailment,,,,,"A security guard stands by a metal, lighted sculpture.",A security guard stands near a burning metal sculpture.,0.9680427312850952,0.9949285984039307,0.9680427312850952,0.9680427312850952,0.9949285984039307,0.9680427312850952,entailment,0.996647298336029,entailment,0.9952267408370972,,,[],"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""premise""}]",0.21100917431192656,True,[],,,,,,,0.7468477487564087,0.9932543635368347,0.9913569688796997,0.9913569688796997,0.8884587287902832,0.05743428319692612,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85
778,531157,,531157:premise:fra_Latn,,premise,contradiction,,,,,A girl sitting in the back of a cart full of various belongings.,A girl sitting in the back of a wagon full of various items.,0.9874833822250366,0.9921896457672119,0.9874833822250366,0.9874833822250366,0.9921896457672119,0.9874833822250366,contradiction,0.9964371919631958,contradiction,0.9983067512512207,,,[],[],0.14516129032258063,True,[],,,,,,,0.7760118842124939,0.9640763998031616,0.9822390079498291,0.9640763998031616,0.9034542441368103,0.5770715475082397,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85
265,178067,,178067:premise:fra_Latn,,premise,entailment,,,,,A man with a red hat looking at something in a glass counter and starfish on top in a metal container.,A man in a red hat looking at something in a glass counter and sea stars up in a metal container.,0.9908041954040527,0.9903861284255981,0.9903861284255981,0.9908041954040527,0.9903861284255981,0.9903861284255981,entailment,0.9927378296852112,entailment,0.9930031895637512,,,[],"[{""group"":""space"",""original"":{""in"":2,""on"":1},""candidate"":{""in"":3},""field"":""premise""}]",0.085427135678392,True,[],,,,,,,0.7896513938903809,0.024981455877423286,0.03298318386077881,0.024981455877423286,0.7600310444831848,0.4759819507598877,,,,,,,sts_base_below_0.85|sts_large_below_0.85
398,277346,,277346:premise:fra_Latn,,premise,entailment,,,,,A young male holding a fishing pole.,A young male holding a fishing rod.,0.9933163523674011,0.9930658340454102,0.9930658340454102,0.9933163523674011,0.9930658340454102,0.9930658340454102,entailment,0.993519127368927,entailment,0.9911513924598694,,,[],[],0.07042253521126762,True,[],,,,,,,0.7911200523376465,0.5162159204483032,0.7277551293373108,0.5162159204483032,0.7944557070732117,0.8565691709518433,,,,,,,sts_base_below_0.85|sts_large_below_0.85
288,196673,,196673:hypothesis:fra_Latn,,hypothesis,entailment,,,,,A biker reaches the apex of his ramp.,A motorcyclist reaches the top of his ramp.,0.99647456407547,0.9975177049636841,0.99647456407547,0.99647456407547,0.9975177049636841,0.99647456407547,entailment,0.9961351156234741,entailment,0.996746301651001,,,[],[],0.25,True,[],,,,,,,0.8258326053619385,0.9927070736885071,0.992469847202301,0.992469847202301,0.8346776366233826,0.6319105625152588,,,,,,,sts_base_below_0.85|sts_large_below_0.85
271,183621,,183621:hypothesis:fra_Latn,,hypothesis,entailment,,,,,The railings had designs.,The bars had patterns.,0.9917045831680298,0.9862465858459473,0.9862465858459473,0.9917045831680298,0.9862465858459473,0.9862465858459473,entailment,0.9866809844970703,entailment,0.9891960620880127,,,[],[],0.36170212765957444,True,[],,,,,,,0.8260533213615417,0.9884672164916992,0.9623226523399353,0.9623226523399353,0.8833873271942139,-0.2058921754360199,,,,,,,sts_base_below_0.85|bleurt_below_pass_p10
10,4403,,4403:premise:fra_Latn,,premise,neutral,,,,,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique suit plays a pipe while people watch him.,0.9796615839004517,0.9840208888053894,0.9796615839004517,0.9796615839004517,0.9840208888053894,0.9796615839004517,neutral,0.9945354461669922,neutral,0.989096999168396,,,[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",0.2571428571428571,True,[],,,,,,,0.8310784101486206,0.9936133027076721,0.3984338045120239,0.3984338045120239,0.811390221118927,0.16842015087604523,,,,,,,sts_base_below_0.85|sts_large_below_0.85
756,515747,,515747:premise:fra_Latn,,premise,contradiction,,,,,A boy poses on a shadow-dappled lawn.,A boy poses on a shaded lawn.,0.9979311227798462,0.9961819648742676,0.9961819648742676,0.9979311227798462,0.9961819648742676,0.9961819648742676,contradiction,0.999180018901825,contradiction,0.9990308284759521,,,[],[],0.12121212121212122,True,[],,,,,,,0.8332055807113647,0.9927496910095215,0.973912239074707,0.973912239074707,0.9573758840560913,0.5791232585906982,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85
618,421310,,421310:premise:fra_Latn,,premise,entailment,,,,,"A person, whose face is blocked, is working on a large wooden loom.",A person with a blocked face works on a large wooden weaver.,0.9636885523796082,0.9836710691452026,0.9636885523796082,0.9636885523796082,0.9836710691452026,0.9636885523796082,entailment,0.9957113265991211,entailment,0.9846476316452026,,,[],[],0.25984251968503935,True,[],,,,,,,0.8343913555145264,0.5783923268318176,0.9038298726081848,0.5783923268318176,0.8951889276504517,0.05223579704761505,,,,,,,sts_base_below_0.85|known_risk_source
245,167720,,167720:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,There is an arabian man looking surprised.,There's an Arab who looks surprised.,0.9963451027870178,0.9119598269462585,0.9119598269462585,0.9963451027870178,0.9119598269462585,0.9119598269462585,contradiction,0.9985164999961853,contradiction,0.9980865716934204,,,[],[],0.20512820512820518,True,[],,,,,,,0.8410106897354126,0.9928684830665588,0.9765017628669739,0.9765017628669739,0.8328102827072144,0.5465585589408875,,,,,,,sts_base_below_0.85|sts_large_below_0.85
249,169167,,169167:premise:fra_Latn,,premise,neutral,,,,,Skater does a trick on a rail.,The skateboarder tricks on a rail.,0.9953483939170837,0.9980931878089905,0.9953483939170837,0.9953483939170837,0.9980931878089905,0.9953483939170837,neutral,0.9992984533309937,neutral,0.9993261098861694,,,[],[],0.21875,True,[],,,,,,,0.843204140663147,0.9607108235359192,0.9870861768722534,0.9607108235359192,0.964428722858429,0.014351673424243927,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85
618,421310,,421310:hypothesis:fra_Latn,,hypothesis,entailment,,,,,"A person, whose face is blocked, is working on a wooden loom.",A person with a blocked face works on a wooden weaver.,0.960461437702179,0.9805117845535278,0.960461437702179,0.960461437702179,0.9805117845535278,0.960461437702179,entailment,0.9957113265991211,entailment,0.9641442894935608,,,[],[],0.28695652173913044,True,[],,,,,,,0.843838095664978,0.5376030802726746,0.8952896595001221,0.5376030802726746,0.8814945220947266,0.09427143633365631,,,,,,,sts_base_below_0.85|known_risk_source
552,366538,,366538:premise:fra_Latn,,premise,entailment,,,,,A woman in a hi-viz jacket is smiling at person carrying a stop sign in front of a crane.,A woman in a hi-viz jacket smiles at a person wearing a stop sign in front of a crane.,0.9831497073173523,0.9868284463882446,0.9831497073173523,0.9831497073173523,0.9868284463882446,0.9831497073173523,entailment,0.9981886744499207,entailment,0.9980161190032959,,,[],[],0.08571428571428574,True,[],,,,,,,0.8450536727905273,0.984891414642334,0.9878012537956238,0.984891414642334,0.9699109792709351,0.7698673009872437,,,,,,,sts_base_vs_large_disagreement|sts_base_below_0.85
59,42372,,42372:premise:fra_Latn,,premise,entailment,,,,,Young asian boy sits down and reads a book at a book fair as a female looks on.,A young Asian man is reading a book at a book fair in front of a woman.,0.9958205223083496,0.981825053691864,0.981825053691864,0.9958205223083496,0.981825053691864,0.981825053691864,entailment,0.991329550743103,entailment,0.9897957444190979,,,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""front"":1,""in"":1},""field"":""premise""}]",0.3466666666666667,True,[],,,,,,,0.887304425239563,0.9922387003898621,0.9470125436782837,0.9470125436782837,0.7826898097991943,0.10812261700630188,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
289,197235,,197235:premise:fra_Latn,,premise,entailment,,,,,A man is fishing on an inlet in the ocean.,A man fishing on a bay in the ocean.,0.9743945002555847,0.9864971041679382,0.9743945002555847,0.9743945002555847,0.9864971041679382,0.9743945002555847,entailment,0.9972240924835205,entailment,0.9966287016868591,,,[],[],0.15384615384615385,True,[],,,,,,,0.9126413464546204,0.20688800513744354,0.7901731133460999,0.20688800513744354,0.7615746855735779,0.13507424294948578,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
310,213279,,213279:premise:fra_Latn,,premise,entailment,,,,,A large duck in flight over a rocky stream.,A big duck flying on a rocky creek.,0.9652286171913147,0.9964841604232788,0.9652286171913147,0.9652286171913147,0.9964841604232788,0.9652286171913147,entailment,0.9973948001861572,entailment,0.9950607419013977,,,[],"[{""group"":""space"",""original"":{""over"":1,""in"":1},""candidate"":{""on"":1},""field"":""premise""}]",0.33333333333333337,True,[],,,,,,,0.9196224212646484,0.9505945444107056,0.9887304902076721,0.9505945444107056,0.797993004322052,0.6365587711334229,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
278,188555,,188555:hypothesis:fra_Latn,,hypothesis,entailment,,,,,People holding containers on alcohol.,People holding liquor containers.,0.9768820405006409,0.9205495119094849,0.9205495119094849,0.9768820405006409,0.9205495119094849,0.9205495119094849,entailment,0.9568198323249817,entailment,0.9946426153182983,,,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""hypothesis""}]",0.2571428571428571,True,[],,,,,,,0.9227166175842285,0.9367350935935974,0.9627795815467834,0.9367350935935974,0.679595410823822,0.7430063486099243,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
216,142281,,142281:hypothesis:fra_Latn,,hypothesis,entailment,,,,,Men are carrying a shrine on their shoulders.,Men carry a sanctuary on their shoulders.,0.986981213092804,0.972724974155426,0.972724974155426,0.986981213092804,0.972724974155426,0.972724974155426,entailment,0.9963710308074951,entailment,0.9827350974082947,,,[],[],0.2093023255813954,True,[],,,,,,,0.9377518892288208,0.9803548455238342,0.944801926612854,0.944801926612854,0.8018372654914856,0.3392724394798279,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
278,188555,,188555:premise:fra_Latn,,premise,entailment,,,,,Several people are holding containers of alcohol in a room.,Several people keep liquor containers in a room.,0.9969966411590576,0.9926934242248535,0.9926934242248535,0.9969966411590576,0.9926934242248535,0.9926934242248535,entailment,0.9568198323249817,entailment,0.9127028584480286,,,[],[],0.28971962616822433,True,[],,,,,,,0.9568244218826294,0.9057170152664185,0.9888030886650085,0.9057170152664185,0.7426842451095581,0.6080390214920044,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
724,493759,,493759:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,Dog sleeping,Dogs are sleeping,0.9903182983398438,0.9819629192352295,0.9819629192352295,0.9903182983398438,0.9819629192352295,0.9819629192352295,contradiction,0.999159574508667,contradiction,0.9994159936904907,,,[],[],0.1724137931034483,True,[],,,,,,,0.959400475025177,0.9538348317146301,0.9807960987091064,0.9538348317146301,0.7314122915267944,0.06631732732057571,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
672,458599,,458599:hypothesis:fra_Latn,,hypothesis,neutral,,,,,A man is riding his bicycle in the forest to exercise.,A man is cycling in the woods to train.,0.9970609545707703,0.9950292706489563,0.9950292706489563,0.9970609545707703,0.9950292706489563,0.9950292706489563,neutral,0.9978860020637512,neutral,0.9989452958106995,,,[],[],0.3548387096774194,True,[],,,,,,,0.9816820025444031,0.9543803334236145,0.9640951156616211,0.9543803334236145,0.8477240204811096,0.15748834609985352,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
94,62874,,62874:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,A man is indoors watching TV.,There's a man in there watching TV.,0.9972188472747803,0.9005781412124634,0.9005781412124634,0.9972188472747803,0.9005781412124634,0.9005781412124634,contradiction,0.998729407787323,contradiction,0.997847318649292,,,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.3125,True,[],,,,,,,0.9881209135055542,0.99053555727005,0.9486891031265259,0.9486891031265259,0.8456389904022217,0.19107982516288757,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
677,463559,,463559:hypothesis:fra_Latn,,hypothesis,neutral,,,,,The woman is holding a rock.,The woman is holding a stone.,0.9979016780853271,0.9981499910354614,0.9979016780853271,0.9979016780853271,0.9981499910354614,0.9979016780853271,neutral,0.996781587600708,neutral,0.9978171586990356,,,[],[],0.1228070175438597,True,[],,,,,,,0.9967448711395264,0.9913689494132996,0.9912809729576111,0.9912809729576111,0.6652176976203918,1.0256626605987549,,,,,,,sts_base_vs_large_disagreement|sts_large_below_0.85
8,3931,,3931:hypothesis:fra_Latn,,hypothesis,contradiction,,,,,There are thousands of people watching them perform.,Thousands of people watch them play.,0.9955645799636841,0.9959243535995483,0.9955645799636841,0.9955645799636841,0.9959243535995483,0.9955645799636841,contradiction,0.9816632270812988,contradiction,0.9844326972961426,,,[],[],0.25,True,[],,,,,,,0.8040384650230408,0.9897245168685913,0.9938084483146667,0.9897245168685913,0.8567588329315186,0.585245668888092,,,,,,,sts_base_below_0.85
411,282246,,282246:hypothesis:fra_Latn,,hypothesis,neutral,,,,,They play a gig at a bar,They're playing a concert in a bar.,0.9497786164283752,0.996370792388916,0.9497786164283752,0.9497786164283752,0.996370792388916,0.9497786164283752,neutral,0.9989783763885498,neutral,0.9988555908203125,,,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.35593220338983056,True,[],,,,,,,0.8086318969726562,0.9881095290184021,0.9909731149673462,0.9881095290184021,0.8522782921791077,0.2482953667640686,,,,,,,sts_base_below_0.85
7,3208,,3208:premise:fra_Latn,,premise,entailment,,,,,A boat captain steering a large green wheel.,A ship captain driving a big green wheel.,0.9961495399475098,0.997067391872406,0.9961495399475098,0.9961495399475098,0.997067391872406,0.9961495399475098,entailment,0.9686083197593689,entailment,0.9822490215301514,,,[],[],0.24705882352941178,True,[],,,,,,,0.8202070593833923,0.9850006103515625,0.9882751703262329,0.9850006103515625,0.884244441986084,0.7450531125068665,,,,,,,sts_base_below_0.85
231,155127,,155127:premise:fra_Latn,,premise,entailment,,,,,A skateboarder riding up to a slope.,A skateboarder who climbs a slope.,0.9950047135353088,0.9910622835159302,0.9910622835159302,0.9950047135353088,0.9910622835159302,0.9910622835159302,entailment,0.9953990578651428,entailment,0.993672251701355,,,[],[],0.2857142857142857,True,[],,,,,,,0.8329975008964539,0.9764434099197388,0.9583739638328552,0.9583739638328552,0.8624320030212402,0.5211786031723022,,,,,,,sts_base_below_0.85
674,459828,,459828:hypothesis:fra_Latn,,hypothesis,entailment,,,,,Someone is jumping.,Somebody's going to jump.,0.9948240518569946,0.9834798574447632,0.9834798574447632,0.9948240518569946,0.9834798574447632,0.9834798574447632,entailment,0.9872714877128601,entailment,0.893547773361206,,,[],[],0.40909090909090906,True,[],,,,,,,0.8391153216362,0.985815167427063,0.9790266752243042,0.9790266752243042,0.8634681701660156,0.55462247133255,,,,,,,sts_base_below_0.85
216,142281,,142281:premise:fra_Latn,,premise,entailment,,,,,Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.,Men wearing black and white striped shirts and scarlet scarves were carrying a shrine on their shoulders.,0.9800553321838379,0.9897345304489136,0.9800553321838379,0.9800553321838379,0.9897345304489136,0.9800553321838379,entailment,0.9963710308074951,entailment,0.994147777557373,,,[],[],0.07070707070707072,True,[],,,,,,,0.8431555032730103,0.2740873396396637,0.5146816372871399,0.2740873396396637,0.856364905834198,0.6646829843521118,,,,,,,sts_base_below_0.85
116,73032,,73032:premise:fra_Latn,,premise,contradiction,,,,,A man wearing blue jeans is standing outside carrying a wide assortment of items and has a large dish on his head.,A man standing outside in blue jeans wearing a wide variety of items and a large plate on his head.,0.9768606424331665,0.9800644516944885,0.9768606424331665,0.9768606424331665,0.9800644516944885,0.9768606424331665,contradiction,0.9949851036071777,contradiction,0.9626449942588806,,,[],"[{""group"":""space"",""original"":{""outside"":1,""on"":1},""candidate"":{""outside"":1,""in"":1,""on"":1},""field"":""premise""}]",0.30516431924882625,True,[],,,,,,,0.8456032872200012,0.9290503263473511,0.9284406304359436,0.9284406304359436,0.8549143671989441,0.40900057554244995,,,,,,,sts_base_below_0.85
510,341229,,341229:premise:fra_Latn,,premise,contradiction,,,,,Two woman with white head coverings are gazing at a cellphone.,Two women wearing white blankets are looking at a cell phone.,0.9794538617134094,0.9953397512435913,0.9794538617134094,0.9794538617134094,0.9953397512435913,0.9794538617134094,contradiction,0.9993318915367126,contradiction,0.9993778467178345,,,[],[],0.2845528455284553,True,[],,,,,,,0.849591851234436,0.9564805626869202,0.9789186120033264,0.9564805626869202,0.9024019241333008,0.60367751121521,,,,,,,sts_base_below_0.85
607,407321,,407321:hypothesis:fra_Latn,,hypothesis,neutral,,,,,a person is laying down because he is having a heart attack,a person goes to bed because they have a heart attack,0.9921159148216248,0.9825989007949829,0.9825989007949829,0.9921159148216248,0.9825989007949829,0.9825989007949829,neutral,0.9973529577255249,neutral,0.9970417618751526,,,[],[],0.2321428571428571,True,[],,,,,,,0.8602103590965271,0.9891393780708313,0.9888671040534973,0.9888671040534973,0.9674487709999084,0.14165106415748596,,,,,,,sts_base_vs_large_disagreement
