source_index,original_source_index,candidate_id,augmented_field,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,original_nli_predicted_label,original_nli_gold_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,nli_transition,confidence_drop,hard_cue_changes,soft_cue_changes,change_ratio,length_ratio,accepted,reasons,review_categories,number_before_raw,number_after_raw,number_change_type,review_semantic_equivalent,review_label_preserved,review_useful_augmentation,review_verdict,review_notes
392,272383,392:premise:fra_Latn,premise,neutral,A lacrosse player wearing a red uniform with the number 33 on the back looks skyward while a player in a green uniform with yellow trim is visible in the background.,A lacrosse player is catching a ball.,A lacrosse player wearing a red uniform with the number 33 on the back looks up into the sky while a player in a green uniform with a yellow decor is visible in the background.,A lacrosse player is catching a ball.,A lacrosse player wearing a red uniform with the number 33 on the back looks skyward while a player in a green uniform with yellow trim is visible in the background.,A lacrosse player wearing a red uniform with the number 33 on the back looks up into the sky while a player in a green uniform with a yellow decor is visible in the background.,0.9850854277610779,0.9932225942611694,0.9850854277610779,neutral,0.9304444193840027,neutral,0.837451696395874,-0.09299272298812866,STABLE_GOLD,False,[],[],0.07331378299120239,1.0666666666666667,True,[],,,,,,,,,
373,258343,373:premise:fra_Latn,premise,entailment,A man working on the construction of a large boat.,A man working on a boat.,A man working on a big ship.,A man working on a boat.,A man working on the construction of a large boat.,A man working on a big ship.,0.990748941898346,0.8380929231643677,0.8380929231643677,entailment,0.9968552589416504,entailment,0.9920852780342102,-0.0047699809074401855,STABLE_GOLD,False,[],[],0.4358974358974359,0.56,True,[],,,,,,,,,
423,291507,423:hypothesis:fra_Latn,hypothesis,neutral,The young boy is jumping into the pool on his belly.,The people around the pool are afraid of getting wet after the belly flop is finished.,The young boy is jumping into the pool on his belly.,People around the pool are afraid of getting wet after a stomach flop.,The people around the pool are afraid of getting wet after the belly flop is finished.,People around the pool are afraid of getting wet after a stomach flop.,0.9891351461410522,0.9548061490058899,0.9548061490058899,neutral,0.994611382484436,neutral,0.8398936986923218,-0.15471768379211426,STABLE_GOLD,True,[],[],0.1923076923076923,0.813953488372093,True,[],,,,,,,,,
87,58153,87:hypothesis:fra_Latn,hypothesis,neutral,A group of runners on a road outside wearing short-sleeved shirts and shorts run towards the camera while a group of bystanders lining the street watch.,the camera photographs a race,A group of runners on a road outside wearing short-sleeved shirts and shorts run towards the camera while a group of bystanders lining the street watch.,The camera is photographing a race.,the camera photographs a race,The camera is photographing a race.,0.9906960725784302,0.9968319535255432,0.9906960725784302,entailment,0.06744325906038284,neutral,0.8417385220527649,0.774295262992382,RECOVERED_TO_GOLD,False,[],[],0.125,1.206896551724138,True,[],,,,,,,,,
154,99704,154:premise:fra_Latn,premise,neutral,"Runners, some in costume, in a St Paddy's day Marathon run in the streets as people watch.",The runners are almost finished with the St. Patrick's Day race.,"Runners, some dressed up, in a St. Paddy's marathon run through the streets as people watch.",The runners are almost finished with the St. Patrick's Day race.,"Runners, some in costume, in a St Paddy's day Marathon run in the streets as people watch.","Runners, some dressed up, in a St. Paddy's marathon run through the streets as people watch.",0.9941065311431885,0.8422937393188477,0.8422937393188477,neutral,0.9780031442642212,neutral,0.9254449605941772,-0.052558183670043945,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""in"":3},""candidate"":{""in"":1,""through"":1},""field"":""premise""}]",0.1648351648351648,1.0222222222222221,True,[],,,,,,,,,
675,461143,675:premise:fra_Latn,premise,contradiction,A woman in a white shirt sitting on a gray bench in front of a wall with graffiti written on it.,A person in a white shirt swimming in a lake.,A woman in a white shirt sitting on a gray bench in front of a wall with graffiti on it.,A person in a white shirt swimming in a lake.,A woman in a white shirt sitting on a gray bench in front of a wall with graffiti written on it.,A woman in a white shirt sitting on a gray bench in front of a wall with graffiti on it.,0.985937774181366,0.8445373773574829,0.8445373773574829,contradiction,0.999292254447937,contradiction,0.9992856383323669,-6.616115570068359e-06,STABLE_GOLD,False,[],[],0.04347826086956519,0.9166666666666666,True,[],,,,,,,,,
461,311121,461:hypothesis:fra_Latn,hypothesis,contradiction,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white top is talking on her cellphone to a close friend.,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white shirt is talking on her cell phone to a close friend.,A woman in shorts and a white top is talking on her cellphone to a close friend.,A woman in shorts and a white shirt is talking on her cell phone to a close friend.,0.8501358032226562,0.9614531993865967,0.8501358032226562,contradiction,0.9721757173538208,contradiction,0.9911296367645264,0.018953919410705566,STABLE_GOLD,False,[],[],0.042944785276073594,1.0375,True,[],,,,,,,,,
783,539080,783:hypothesis:fra_Latn,hypothesis,entailment,Two asian women are sitting in the shade under a tree.,Two women are relaxing.,Two asian women are sitting in the shade under a tree.,Two women relaxing.,Two women are relaxing.,Two women relaxing.,0.9961273074150085,0.9934000968933105,0.9934000968933105,entailment,0.5564167499542236,entailment,0.8587633967399597,0.3023466467857361,STABLE_GOLD,False,[],[],0.09523809523809523,0.8260869565217391,True,[],,,,,,,,,
76,52808,76:premise:fra_Latn,premise,contradiction,A warehouse manager assisting an employee.,The manager is about to fire the employee.,A warehouse manager assists an employee.,The manager is about to fire the employee.,A warehouse manager assisting an employee.,A warehouse manager assists an employee.,0.997268557548523,0.9964189529418945,0.9964189529418945,contradiction,0.9609857797622681,contradiction,0.8604274392127991,-0.100558340549469,STABLE_GOLD,False,[],[],0.04878048780487809,0.9523809523809523,True,[],,,,,,,,,
300,206106,300:premise:fra_Latn,premise,neutral,There is a man with a red hat on his hand.,There is a sad man with a red hat on his hand.,There's a man with a red hat in his hand.,There is a sad man with a red hat on his hand.,There is a man with a red hat on his hand.,There's a man with a red hat in his hand.,0.9452794194221497,0.86262047290802,0.86262047290802,neutral,0.9984846711158752,neutral,0.9984686970710754,-1.5974044799804688e-05,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.06024096385542166,0.9761904761904762,True,[],,,,,,,,,
350,235554,350:premise:fra_Latn,premise,neutral,The man in a red shirt just got a rebound in a basketball game.,The man in the red shirt is playing well,The man in the red shirt just bounced in a basketball game.,The man in the red shirt is playing well,The man in a red shirt just got a rebound in a basketball game.,The man in the red shirt just bounced in a basketball game.,0.9579993486404419,0.862802267074585,0.862802267074585,neutral,0.9517473578453064,neutral,0.9441512227058411,-0.007596135139465332,STABLE_GOLD,False,[],[],0.11475409836065575,0.9365079365079365,True,[],,,,,,,,,
43,29415,43:hypothesis:fra_Latn,hypothesis,contradiction,"A man is operating a weed eater behind a building, and there is a red van nearby.",A man is working inside.,"A man is operating a weed eater behind a building, and there is a red van nearby.",There's a man working inside.,A man is working inside.,There's a man working inside.,0.9978394508361816,0.9975304007530212,0.9975304007530212,contradiction,0.9534854888916016,contradiction,0.8651098608970642,-0.08837562799453735,STABLE_GOLD,False,[],[],0.2075471698113207,1.2083333333333333,True,[],,,,,,,,,
236,161674,236:premise:fra_Latn,premise,entailment,A male is leaping above white water.,A male leaps.,A male jumps on white water.,A male leaps.,A male is leaping above white water.,A male jumps on white water.,0.9839247465133667,0.8681672811508179,0.8681672811508179,entailment,0.9958277344703674,entailment,0.9943576455116272,-0.0014700889587402344,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.28125,0.7777777777777778,True,[],,,,,,,,,
581,385656,581:premise:fra_Latn,premise,neutral,A man playing drums on upside down jugs.,The jugs the man is playing on are very big.,A man playing drums on pots upside down.,The jugs the man is playing on are very big.,A man playing drums on upside down jugs.,A man playing drums on pots upside down.,0.9822284579277039,0.8701163530349731,0.8701163530349731,neutral,0.9992802739143372,neutral,0.9992371797561646,-4.309415817260742e-05,STABLE_GOLD,False,[],[],0.125,1.0,True,[],,,,,,,,,
715,488220,715:premise:fra_Latn,premise,entailment,A lady with a blue coat is seen riding a bike in front of a store.,A lady with a blue coat is getting exercise.,You see a lady in a blue coat on a bike outside a store.,A lady with a blue coat is getting exercise.,A lady with a blue coat is seen riding a bike in front of a store.,You see a lady in a blue coat on a bike outside a store.,0.9975398778915405,0.9973172545433044,0.9973172545433044,neutral,0.25752824544906616,entailment,0.8703693747520447,0.6128411293029785,RECOVERED_TO_GOLD,False,[],"[{""group"":""space"",""original"":{""front"":1,""in"":1},""candidate"":{""on"":1,""in"":1,""outside"":1},""field"":""premise""}]",0.34426229508196726,0.8484848484848485,True,[],,,,,,,,,
416,285462,416:hypothesis:fra_Latn,hypothesis,contradiction,A person in a dark wetsuit is surfing.,A person in a white wetsuit surfing,A person in a dark wetsuit is surfing.,A person in a surfing white suit,A person in a white wetsuit surfing,A person in a surfing white suit,0.9851273894309998,0.8707824945449829,0.8707824945449829,contradiction,0.9990559220314026,contradiction,0.9988835453987122,-0.0001723766326904297,STABLE_GOLD,False,[],[],0.3731343283582089,0.9142857142857143,True,[],,,,,,,,,
621,423518,621:premise:fra_Latn,premise,neutral,A magician performs with a burning bar placed in his front on the floor while the crowd watches closely.,The magician burns himself.,A magician plays with a burning rod placed on the floor in front of him while the crowd looks closely.,The magician burns himself.,A magician performs with a burning bar placed in his front on the floor while the crowd watches closely.,A magician plays with a burning rod placed on the floor in front of him while the crowd looks closely.,0.9846915602684021,0.9457213282585144,0.9457213282585144,contradiction,0.44881385564804077,neutral,0.8751282095909119,0.4263143539428711,RECOVERED_TO_GOLD,False,[],[],0.2524271844660194,0.9807692307692307,True,[],,,,,,,,,
354,238210,354:premise:fra_Latn,premise,entailment,A bearded man is wearing a redhead scarf and holding a forked green and white branch.,A man with facial hair is wearing a scarf.,A bearded man wears a scarlet-haired scarf and holds a green and white forked branch.,A man with facial hair is wearing a scarf.,A bearded man is wearing a redhead scarf and holding a forked green and white branch.,A bearded man wears a scarlet-haired scarf and holds a green and white forked branch.,0.875186562538147,0.9577591419219971,0.875186562538147,entailment,0.9970334768295288,entailment,0.9970752000808716,4.172325134277344e-05,STABLE_GOLD,False,[],[],0.23529411764705888,1.0,True,[],,,,,,,,,
64,45940,64:premise:fra_Latn,premise,neutral,A dog runs while holding an object in its mouth.,The dog brings the ball back to his owner.,A dog runs when he holds an object in his mouth.,The dog brings the ball back to his owner.,A dog runs while holding an object in its mouth.,A dog runs when he holds an object in his mouth.,0.9751476049423218,0.9888989329338074,0.9751476049423218,neutral,0.9955845475196838,neutral,0.8754958510398865,-0.12008869647979736,STABLE_GOLD,False,[],[],0.125,1.0,True,[],,,,,,,,,
650,445694,650:premise:fra_Latn,premise,neutral,A person riding a horse trying to rope a calf that is running from them.,A person is competing at a rodeo.,A person on a horse trying to tie up a calf that runs away.,A person is competing at a rodeo.,A person riding a horse trying to rope a calf that is running from them.,A person on a horse trying to tie up a calf that runs away.,0.9973955154418945,0.9959956407546997,0.9959956407546997,neutral,0.9665780663490295,neutral,0.876724123954773,-0.08985394239425659,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.26717557251908397,0.8194444444444444,True,[],,,,,,,,,
750,512695,750:hypothesis:fra_Latn,hypothesis,entailment,A young girl in a pink shirt creates a painting on paper.,A young girl draws.,A young girl in a pink shirt creates a painting on paper.,A young girl is drawing.,A young girl draws.,A young girl is drawing.,0.9963566064834595,0.9977096319198608,0.9963566064834595,entailment,0.9232550859451294,entailment,0.8768647313117981,-0.0463903546333313,STABLE_GOLD,False,[],[],0.16279069767441856,1.263157894736842,True,[],,,,,,,,,
426,292795,426:hypothesis:fra_Latn,hypothesis,contradiction,Woman looking out the window at a man.,The woman is standing outdoors.,Woman looking out the window at a man.,The woman's outside.,The woman is standing outdoors.,The woman's outside.,0.998063862323761,0.8776220083236694,0.8776220083236694,contradiction,0.9976373910903931,contradiction,0.9921920895576477,-0.005445301532745361,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{},""candidate"":{""outside"":1},""field"":""hypothesis""}]",0.37254901960784315,0.6451612903225806,True,[],,,,,,,,,
514,342956,514:hypothesis:fra_Latn,hypothesis,entailment,"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",a boy in a head covering is next to a blocked road that's near a crowd of people sitting on chairs,"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",A boy in a head covering is next to a blocked road that's next to a crowd of people sitting in chairs,a boy in a head covering is next to a blocked road that's near a crowd of people sitting on chairs,A boy in a head covering is next to a blocked road that's next to a crowd of people sitting in chairs,0.8787874579429626,0.9802541136741638,0.8787874579429626,entailment,0.9977397918701172,entailment,0.9974316954612732,-0.00030809640884399414,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""on"":1,""in"":1,""near"":1},""candidate"":{""in"":2},""field"":""hypothesis""}]",0.045226130653266305,1.030612244897959,True,[],,,,,,,,,
641,439665,641:premise:fra_Latn,premise,contradiction,"A man dressed in a red t-shirt and blue jeans eats food he's holding in his hand, as he walks along a busy sidewalk, with an antique-style sign advertising wedding rings on the right-hand side of the picture.",A man in a suit holds a briefcase as he walks along an empty sidewalk.,"A man dressed in a red t-shirt and blue jeans eats the food he holds in his hand, as he walks down a busy sidewalk, with an antique-style sign announcing wedding rings on the right side of",A man in a suit holds a briefcase as he walks along an empty sidewalk.,"A man dressed in a red t-shirt and blue jeans eats food he's holding in his hand, as he walks along a busy sidewalk, with an antique-style sign advertising wedding rings on the right-hand side of the picture.","A man dressed in a red t-shirt and blue jeans eats the food he holds in his hand, as he walks down a busy sidewalk, with an antique-style sign announcing wedding rings on the right side of",0.9720630049705505,0.8792370557785034,0.8792370557785034,contradiction,0.9996262788772583,contradiction,0.9995633959770203,-6.288290023803711e-05,STABLE_GOLD,False,[],[],0.11616161616161613,0.9038461538461539,True,[],,,,,,,,,
349,234990,349:premise:fra_Latn,premise,neutral,The man in black shorts and a green shirt with the number 25 on the back is about to kick the soccer ball.,He is aiming at a goal.,The man in black shorts and a green shirt with the number 25 on his back is about to kick the football.,He is aiming at a goal.,The man in black shorts and a green shirt with the number 25 on the back is about to kick the soccer ball.,The man in black shorts and a green shirt with the number 25 on his back is about to kick the football.,0.9461653232574463,0.8793641328811646,0.8793641328811646,neutral,0.9876989126205444,neutral,0.9871794581413269,-0.0005194544792175293,STABLE_GOLD,False,[],[],0.062200956937799035,0.9716981132075472,True,[],,,,,,,,,
223,147325,223:premise:fra_Latn,premise,neutral,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are on their way to the park to shoot some hoops.,Three girls are walking along the sidewalk and the one in the middle is jumping a basketball.,Three girls are on their way to the park to shoot some hoops.,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are walking along the sidewalk and the one in the middle is jumping a basketball.,0.9008991718292236,0.8816350698471069,0.8816350698471069,neutral,0.9981417655944824,neutral,0.9975960850715637,-0.0005456805229187012,STABLE_GOLD,False,[],[],0.08163265306122447,0.9029126213592233,True,[],,,,,,,,,
113,71585,113:hypothesis:fra_Latn,hypothesis,neutral,Two people in blue shirts are selling shoes in an outside market.,The shoes are being sold by the girls.,Two people in blue shirts are selling shoes in an outside market.,The shoes are sold by the girls.,The shoes are being sold by the girls.,The shoes are sold by the girls.,0.9963460564613342,0.9956507086753845,0.9956507086753845,neutral,0.9097729921340942,neutral,0.881853461265564,-0.027919530868530273,STABLE_GOLD,False,[],[],0.08571428571428574,0.8421052631578947,True,[],,,,,,,,,
88,58539,88:premise:fra_Latn,premise,neutral,"A man washing his shirt, in a fountain in a park.",The man is living out of his car since losing his job 5 months ago.,A man washes his shirt in a fountain in a park.,The man is living out of his car since losing his job 5 months ago.,"A man washing his shirt, in a fountain in a park.",A man washes his shirt in a fountain in a park.,0.9964101910591125,0.9941593408584595,0.9941593408584595,neutral,0.8265563249588013,neutral,0.8844305276870728,0.057874202728271484,STABLE_GOLD,False,[],[],0.0625,0.9591836734693877,True,[],,,,,,,,,
403,278462,403:hypothesis:fra_Latn,hypothesis,neutral,a boy swings on the swing.,A boy swings on the swing his mother built.,a boy swings on the swing.,A boy is swinging on the momentum his mother built.,A boy swings on the swing his mother built.,A boy is swinging on the momentum his mother built.,0.8897193074226379,0.8854062557220459,0.8854062557220459,neutral,0.9988318085670471,neutral,0.9886006712913513,-0.0102311372756958,STABLE_GOLD,False,[],[],0.19148936170212771,1.186046511627907,True,[],,,,,,,,,
44,29765,44:premise:fra_Latn,premise,contradiction,A man on a bicycle rides up the side of a tree.,A man on a skateboard.,A man riding a bicycle climbs a tree.,A man on a skateboard.,A man on a bicycle rides up the side of a tree.,A man riding a bicycle climbs a tree.,0.9940709471702576,0.8927523493766785,0.8927523493766785,contradiction,0.9991926550865173,contradiction,0.9992105960845947,1.7940998077392578e-05,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.33333333333333337,0.7872340425531915,True,[],,,,,,,,,
408,280508,408:premise:fra_Latn,premise,contradiction,Men are working on scaffolding outside of a building while other men watch.,Men are working indoors.,Some men are working on scaffolding in front of a building while others are watching.,Men are working indoors.,Men are working on scaffolding outside of a building while other men watch.,Some men are working on scaffolding in front of a building while others are watching.,0.9882823824882507,0.8928003907203674,0.8928003907203674,contradiction,0.9995068311691284,contradiction,0.9993184804916382,-0.00018835067749023438,STABLE_GOLD,False,[],"[{""group"":""quantifier"",""original"":{},""candidate"":{""some"":1},""field"":""premise""},{""group"":""space"",""original"":{""on"":1,""outside"":1},""candidate"":{""on"":1,""front"":1,""in"":1},""field"":""premise""}]",0.15000000000000002,1.1333333333333333,True,[],,,,,,,,,
625,426181,625:premise:fra_Latn,premise,entailment,Lady wearing spectacles points camera with some trepidation.,A lady is holding a camera.,A woman with glasses is pointing at the camera with a little fear.,A lady is holding a camera.,Lady wearing spectacles points camera with some trepidation.,A woman with glasses is pointing at the camera with a little fear.,0.9977458119392395,0.9979544878005981,0.9977458119392395,entailment,0.9818992614746094,entailment,0.8931990265846252,-0.08870023488998413,STABLE_GOLD,False,[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",0.5555555555555556,1.1,True,[],,,,,,,,,
674,459828,674:hypothesis:fra_Latn,hypothesis,entailment,Young girl jumping off a swing.,Someone is jumping.,Young girl jumping off a swing.,Somebody's going to jump.,Someone is jumping.,Somebody's going to jump.,0.9948240518569946,0.9834798574447632,0.9834798574447632,entailment,0.9872714877128601,entailment,0.893547773361206,-0.09372371435165405,STABLE_GOLD,False,[],[],0.40909090909090906,1.3157894736842106,True,[],,,,,,,,,
592,396269,592:hypothesis:fra_Latn,hypothesis,entailment,A man tends to his laptop in what appears to be a slideshow of sorts.,A man runs a slideshow.,A man tends to his laptop in what appears to be a slideshow of sorts.,There's a man running a slide show.,A man runs a slideshow.,There's a man running a slide show.,0.9963726997375488,0.9947399497032166,0.9947399497032166,entailment,0.9610706567764282,entailment,0.8981715440750122,-0.06289911270141602,STABLE_GOLD,False,[],[],0.24137931034482762,1.5217391304347827,True,[],,,,,,,,,
461,311121,461:premise:fra_Latn,premise,contradiction,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white top is talking on her cellphone to a close friend.,A woman in shorts and a white shirt takes a photo with a digital camera while a young man watches.,A woman in shorts and a white top is talking on her cellphone to a close friend.,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white shirt takes a photo with a digital camera while a young man watches.,0.8998230695724487,0.9870741367340088,0.8998230695724487,contradiction,0.9721757173538208,contradiction,0.9824005365371704,0.01022481918334961,STABLE_GOLD,False,[],[],0.14720812182741116,0.98989898989899,True,[],,,,,,,,,
94,62874,94:hypothesis:fra_Latn,hypothesis,contradiction,"A man in glasses and a dust mask makes chains under a sign reading ""laut jaya.""",A man is indoors watching TV.,"A man in glasses and a dust mask makes chains under a sign reading ""laut jaya.""",There's a man in there watching TV.,A man is indoors watching TV.,There's a man in there watching TV.,0.9972188472747803,0.9005778431892395,0.9005778431892395,contradiction,0.998729407787323,contradiction,0.997847318649292,-0.0008820891380310059,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.3125,1.206896551724138,True,[],,,,,,,,,
536,355209,536:premise:fra_Latn,premise,contradiction,A girl dressed in black with a purse on her arm is smiling at a man in a room with lots of desserts on the table.,There is a girl dressed in light colored clothing frowning at a man.,A girl dressed in black with a handbag smiles at a man in a room with lots of desserts on the table.,There is a girl dressed in light colored clothing frowning at a man.,A girl dressed in black with a purse on her arm is smiling at a man in a room with lots of desserts on the table.,A girl dressed in black with a handbag smiles at a man in a room with lots of desserts on the table.,0.9928709864616394,0.9028308987617493,0.9028308987617493,contradiction,0.9995692372322083,contradiction,0.9995601773262024,-9.059906005859375e-06,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""on"":2,""in"":2},""candidate"":{""on"":1,""in"":2},""field"":""premise""}]",0.12676056338028174,0.8849557522123894,True,[],,,,,,,,,
162,104228,162:hypothesis:fra_Latn,hypothesis,neutral,A man is playing guitar on the otherwise empty sidewalk of a street lined with vibrant homes.,A guitar player is playing on the sidewalk in front of his house.,A man is playing guitar on the otherwise empty sidewalk of a street lined with vibrant homes.,A guitarist plays on the sidewalk outside his house.,A guitar player is playing on the sidewalk in front of his house.,A guitarist plays on the sidewalk outside his house.,0.9975798726081848,0.9949890971183777,0.9949890971183777,neutral,0.7088655233383179,neutral,0.9052524566650391,0.1963869333267212,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""on"":1,""front"":1,""in"":1},""candidate"":{""on"":1,""outside"":1},""field"":""hypothesis""}]",0.2649572649572649,0.8,True,[],,,,,,,,,
