source_index,original_source_index,candidate_id,augmented_field,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,original_nli_predicted_label,original_nli_gold_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,nli_transition,confidence_drop,hard_cue_changes,soft_cue_changes,change_ratio,length_ratio,accepted,reasons,review_categories,number_before_raw,number_after_raw,number_change_type,review_semantic_equivalent,review_label_preserved,review_useful_augmentation,review_verdict,review_notes
20,9707,20:hypothesis:fra_Latn,hypothesis,neutral,A woman in a white jacket is standing next to an older woman while reviewing a subway map.,Two two women are going to take the subway into town.,A woman in a white jacket is standing next to an older woman while reviewing a subway map.,Two women are taking the subway to the city.,Two two women are going to take the subway into town.,Two women are taking the subway to the city.,0.9939765930175781,0.9970983266830444,0.9939765930175781,neutral,0.9943884015083313,neutral,0.970716655254364,-0.023671746253967285,STABLE_GOLD,False,"[{""group"":""number"",""original"":{""two"":2},""candidate"":{""two"":1},""field"":""hypothesis""}]",[],0.2989690721649485,0.8301886792452831,False,"[""hard_cue_changed""]",NUMBER_CUE,"{""two"":2}","{""two"":1}",POSSIBLE_VALUE_CHANGE,,,,,
21,10680,21:hypothesis:fra_Latn,hypothesis,contradiction,Two girls looking in microscopes.,the two girls are listening to music while in science class instead of doing their homework,Two girls looking in microscopes.,Both girls listen to music in science class instead of doing their homework.,the two girls are listening to music while in science class instead of doing their homework,Both girls listen to music in science class instead of doing their homework.,0.9962235689163208,0.995875895023346,0.995875895023346,contradiction,0.9993793964385986,contradiction,0.9995075464248657,0.00012814998626708984,STABLE_GOLD,False,"[{""group"":""number"",""original"":{""two"":1},""candidate"":{},""field"":""hypothesis""}]",[],0.12574850299401197,0.8351648351648352,False,"[""hard_cue_changed""]",NUMBER_CUE,"{""two"":1}",{},NUMBER_REMOVED,,,,,
22,11003,22:premise:fra_Latn,premise,neutral,Two men in suits laugh together.,The two guys in suits are talking and smiling.,Two men in suits laughing together.,The two guys in suits are talking and smiling.,Two men in suits laugh together.,Two men in suits laughing together.,0.9958398342132568,0.9967206120491028,0.9958398342132568,neutral,0.7599707841873169,entailment,0.45672398805618286,-0.30324679613113403,TRUE_FLIP,False,[],[],0.04477611940298509,1.09375,False,"[""label_flip""]",TRUE_FLIP,,,,,,,,
23,12969,23:hypothesis:fra_Latn,hypothesis,contradiction,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.",The dog isn't shaggy,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.",The dog's not sexy.,The dog isn't shaggy,The dog's not sexy.,0.022726181894540787,0.0067181834019720554,0.0067181834019720554,contradiction,0.9983012080192566,neutral,0.006090196315199137,-0.9922110117040575,TRUE_FLIP,False,"[{""group"":""negation"",""original"":{""n't"":1},""candidate"":{""not"":1},""field"":""hypothesis""}]",[],0.33333333333333337,0.95,False,"[""hard_cue_changed"",""semantic_drift"",""label_flip""]",NEGATION_CUE|TRUE_FLIP,,,,,,,,
23,12969,23:premise:fra_Latn,premise,contradiction,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.",The dog isn't shaggy,"Two men are walking in the park, one with a dog on a rope and a canine excrement cleaner.",The dog isn't shaggy,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings.","Two men are walking in the park, one with a dog on a rope and a canine excrement cleaner.",0.9899842739105225,0.020289311185479164,0.020289311185479164,contradiction,0.9983012080192566,neutral,0.0018931339727714658,-0.9964080740464851,TRUE_FLIP,False,[],[],0.3402061855670103,0.8476190476190476,False,"[""semantic_drift"",""label_flip""]",TRUE_FLIP,,,,,,,,
25,13559,25:hypothesis:fra_Latn,hypothesis,entailment,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people playing a game.,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people who play a game.,There are people playing a game.,There are people who play a game.,0.997711181640625,0.9970611929893494,0.9970611929893494,entailment,0.9929476976394653,entailment,0.9927611351013184,-0.00018656253814697266,STABLE_GOLD,False,[],[],0.10769230769230764,1.03125,True,[],ACCEPTED_HIGH_CONFIDENCE,,,,,,,,
26,13833,26:premise:fra_Latn,premise,entailment,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.",a balding man with facial hair wearing a dark suit and tie plays bagpipes as a young blonde woman stands next to him in a blue shirt and skirt sticking her tongue out.,"A white-headed man in a black suit and a brown tie, with a moustache and a beard, plays pipes, while a young blonde woman stands beside him in a light blue top and a skirt listens and",a balding man with facial hair wearing a dark suit and tie plays bagpipes as a young blonde woman stands next to him in a blue shirt and skirt sticking her tongue out.,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.","A white-headed man in a black suit and a brown tie, with a moustache and a beard, plays pipes, while a young blonde woman stands beside him in a light blue top and a skirt listens and",0.9312997460365295,0.001005774480290711,0.001005774480290711,entailment,0.9894185662269592,neutral,0.08289541304111481,-0.9065231531858444,TRUE_FLIP,False,[],"[{""group"":""space"",""original"":{""in"":2},""candidate"":{""beside"":1,""in"":2},""field"":""premise""}]",0.21875,0.9104477611940298,False,"[""semantic_drift"",""label_flip""]",TRUE_FLIP,,,,,,,,
27,14934,27:hypothesis:fra_Latn,hypothesis,entailment,Man riding a yellow machine on a dirt field at an event,a man is driving a piece of equipment on the grounds of a venue.,Man riding a yellow machine on a dirt field at an event,A man drives equipment on the ground of a place.,a man is driving a piece of equipment on the grounds of a venue.,A man drives equipment on the ground of a place.,0.9972220659255981,0.9830445051193237,0.9830445051193237,entailment,0.9978760480880737,entailment,0.996451735496521,-0.0014243125915527344,STABLE_GOLD,False,[],[],0.2321428571428571,0.75,True,[],ACCEPTED_HIGH_CONFIDENCE,,,,,,,,
28,16601,28:premise:fra_Latn,premise,neutral,A lot of motorcycles lined up in Asia.,The vehicles are parked.,A lot of motorcycles have parked in Asia.,The vehicles are parked.,A lot of motorcycles lined up in Asia.,A lot of motorcycles have parked in Asia.,0.9794517159461975,0.9800048470497131,0.9794517159461975,entailment,0.0920761227607727,entailment,0.04760682210326195,-0.04446930065751076,VERIFIER_GOLD_DISAGREEMENT_STABLE,False,[],[],0.189873417721519,1.0789473684210527,False,"[""label_flip""]",VERIFIER_GOLD_DISAGREEMENT,,,,,,,,
30,18456,30:premise:fra_Latn,premise,neutral,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,The peson has a strange life with jouls and contraptions.,A person plays with a mega jug made up of traces of wire and colored bullets.,The peson has a strange life with jouls and contraptions.,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,A person plays with a mega jug made up of traces of wire and colored bullets.,0.007596254348754883,0.6033747792243958,0.007596254348754883,neutral,0.9564386606216431,neutral,0.9554361701011658,-0.001002490520477295,STABLE_GOLD,False,[],[],0.24096385542168675,0.8651685393258427,False,"[""semantic_drift""]",SEMANTIC_DRIFT,,,,,,,,
31,18505,31:hypothesis:fra_Latn,hypothesis,contradiction,A man in jeans is lying on a wooden floor.,A man and woman is holding hands.,A man in jeans is lying on a wooden floor.,A man and a woman holding hands.,A man and woman is holding hands.,A man and a woman holding hands.,0.9956313371658325,0.995187520980835,0.995187520980835,contradiction,0.6059726476669312,neutral,0.3830985128879547,-0.22287413477897644,TRUE_FLIP,False,[],[],0.07692307692307687,0.9696969696969697,False,"[""label_flip""]",TRUE_FLIP,,,,,,,,
32,18686,32:hypothesis:fra_Latn,hypothesis,contradiction,A girl in pink is holding onto a young boy wearing red.,A sister is holding onto her brother in all black.,A girl in pink is holding onto a young boy wearing red.,A sister keeps her brother in the dark.,A sister is holding onto her brother in all black.,A sister keeps her brother in the dark.,0.9813857674598694,0.8186876177787781,0.8186876177787781,contradiction,0.999019980430603,neutral,0.10524536669254303,-0.89377461373806,TRUE_FLIP,False,[],"[{""group"":""quantifier"",""original"":{""all"":1},""candidate"":{},""field"":""hypothesis""}]",0.348314606741573,0.78,False,"[""label_flip""]",TRUE_FLIP,,,,,,,,
33,18790,33:premise:fra_Latn,premise,contradiction,A squirrel jumps in the snow.,A squirrel is attacking a small child.,A squirrel jumps in the snow.,A squirrel is attacking a small child.,A squirrel jumps in the snow.,A squirrel jumps in the snow.,0.9979664087295532,0.9979664087295532,0.9979664087295532,neutral,0.08828672021627426,neutral,0.08828672021627426,0.0,VERIFIER_GOLD_DISAGREEMENT_STABLE,False,[],[],0.0,1.0,False,"[""trivial_copy"",""label_flip""]",VERIFIER_GOLD_DISAGREEMENT,,,,,,,,
34,19294,34:hypothesis:fra_Latn,hypothesis,neutral,A shirtless man with sunglasses looks at the camera during a beach party.,the man is a model,A shirtless man with sunglasses looks at the camera during a beach party.,man is a model,the man is a model,man is a model,0.9912541508674622,0.9915728569030762,0.9912541508674622,neutral,0.9983038902282715,neutral,0.9963966012001038,-0.0019072890281677246,STABLE_GOLD,False,[],[],0.125,0.7777777777777778,True,[],ACCEPTED_HIGH_CONFIDENCE,,,,,,,,
35,19844,35:hypothesis:fra_Latn,hypothesis,entailment,A young blond boy looking at a white robot on a green table.,A young blond person looking at a white robot on a green table.,A young blond boy looking at a white robot on a green table.,A young blonde looking at a white robot on a green table.,A young blond person looking at a white robot on a green table.,A young blonde looking at a white robot on a green table.,0.9950087070465088,0.9938108325004578,0.9938108325004578,entailment,0.9864567518234253,entailment,0.9933235049247742,0.006866753101348877,STABLE_GOLD,False,[],[],0.050000000000000044,0.9047619047619048,True,[],ACCEPTED_HIGH_CONFIDENCE,,,,,,,,
35,19844,35:premise:fra_Latn,premise,entailment,A young blond boy looking at a white robot on a green table.,A young blond person looking at a white robot on a green table.,A young blonde looking at a white robot on a green table.,A young blond person looking at a white robot on a green table.,A young blond boy looking at a white robot on a green table.,A young blonde looking at a white robot on a green table.,0.9933235049247742,0.019680647179484367,0.019680647179484367,entailment,0.9864567518234253,entailment,0.9938108325004578,0.007354080677032471,STABLE_GOLD,False,[],[],0.042735042735042694,0.95,False,"[""semantic_drift""]",SEMANTIC_DRIFT,,,,,,,,
36,22740,36:hypothesis:fra_Latn,hypothesis,entailment,A man wearing an orange vest is standing on the street with a bulldozer behind him.,Guy in front of a bulldozer.,A man wearing an orange vest is standing on the street with a bulldozer behind him.,A guy in front of a bulldozer.,Guy in front of a bulldozer.,A guy in front of a bulldozer.,0.9931106567382812,0.995395839214325,0.9931106567382812,contradiction,0.1826387196779251,contradiction,0.1399925798177719,-0.0426461398601532,VERIFIER_GOLD_DISAGREEMENT_STABLE,False,[],[],0.03448275862068961,1.0714285714285714,False,"[""label_flip""]",VERIFIER_GOLD_DISAGREEMENT,,,,,,,,
36,22740,36:premise:fra_Latn,premise,entailment,A man wearing an orange vest is standing on the street with a bulldozer behind him.,Guy in front of a bulldozer.,A man in an orange vest stands in the street with a bulldozer behind him.,Guy in front of a bulldozer.,A man wearing an orange vest is standing on the street with a bulldozer behind him.,A man in an orange vest stands in the street with a bulldozer behind him.,0.996981680393219,0.9976748824119568,0.996981680393219,contradiction,0.1826387196779251,contradiction,0.27132388949394226,0.08868516981601715,VERIFIER_GOLD_DISAGREEMENT_STABLE,False,[],"[{""group"":""space"",""original"":{""on"":1,""behind"":1},""candidate"":{""in"":2,""behind"":1},""field"":""premise""}]",0.08974358974358976,0.8795180722891566,False,"[""label_flip""]",VERIFIER_GOLD_DISAGREEMENT,,,,,,,,
43,29415,43:hypothesis:fra_Latn,hypothesis,contradiction,"A man is operating a weed eater behind a building, and there is a red van nearby.",A man is working inside.,"A man is operating a weed eater behind a building, and there is a red van nearby.",There's a man working inside.,A man is working inside.,There's a man working inside.,0.9978394508361816,0.9975304007530212,0.9975304007530212,contradiction,0.9534854888916016,contradiction,0.8651098608970642,-0.08837562799453735,STABLE_GOLD,False,[],[],0.2075471698113207,1.2083333333333333,True,[],ACCEPTED_SCORE_BORDERLINE,,,,,,,,
43,29415,43:premise:fra_Latn,premise,contradiction,"A man is operating a weed eater behind a building, and there is a red van nearby.",A man is working inside.,"A man is operating a cannabis eater behind a building, and there's a red pickup truck nearby.",A man is working inside.,"A man is operating a weed eater behind a building, and there is a red van nearby.","A man is operating a cannabis eater behind a building, and there's a red pickup truck nearby.",0.0008543779258616269,0.0009919514413923025,0.0008543779258616269,contradiction,0.9534854888916016,contradiction,0.9896460175514221,0.03616052865982056,STABLE_GOLD,False,[],[],0.1724137931034483,1.1481481481481481,False,"[""semantic_drift""]",SEMANTIC_DRIFT,,,,,,,,
44,29765,44:premise:fra_Latn,premise,contradiction,A man on a bicycle rides up the side of a tree.,A man on a skateboard.,A man riding a bicycle climbs a tree.,A man on a skateboard.,A man on a bicycle rides up the side of a tree.,A man riding a bicycle climbs a tree.,0.9940709471702576,0.8927523493766785,0.8927523493766785,contradiction,0.9991926550865173,contradiction,0.9992105960845947,1.7940998077392578e-05,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.33333333333333337,0.7872340425531915,True,[],ACCEPTED_SCORE_BORDERLINE,,,,,,,,
47,32579,47:hypothesis:fra_Latn,hypothesis,neutral,"Two musicians are carrying speakers, guitars, and musical equipment.",The musicians are going to band practice.,"Two musicians are carrying speakers, guitars, and musical equipment.",The musicians are going to practice.,The musicians are going to band practice.,The musicians are going to practice.,0.9972842931747437,0.001451247837394476,0.001451247837394476,neutral,0.9976015686988831,neutral,0.9968186616897583,-0.0007829070091247559,STABLE_GOLD,False,[],[],0.06493506493506496,0.8780487804878049,False,"[""semantic_drift""]",SEMANTIC_DRIFT,,,,,,,,
48,32673,48:hypothesis:fra_Latn,hypothesis,contradiction,A man sits in the floor slapping something while another woman watches and one stands in the kitchen talking.,Noone is watching the man.,A man sits in the floor slapping something while another woman watches and one stands in the kitchen talking.,No one's watching him.,Noone is watching the man.,No one's watching him.,0.9975220561027527,0.9966239929199219,0.9966239929199219,contradiction,0.9993467926979065,contradiction,0.9994598031044006,0.00011301040649414062,STABLE_GOLD,False,"[{""group"":""negation"",""original"":{},""candidate"":{""no"":1},""field"":""hypothesis""}]",[],0.20833333333333337,0.8461538461538461,False,"[""hard_cue_changed""]",NEGATION_CUE,,,,,,,,
49,34221,49:premise:fra_Latn,premise,neutral,Two men fix a bicycle on a trail.,Two men are out in the mountains.,Two men are fixing a bicycle on a track.,Two men are out in the mountains.,Two men fix a bicycle on a trail.,Two men are fixing a bicycle on a track.,0.049101218581199646,0.2521693706512451,0.049101218581199646,neutral,0.9715840220451355,contradiction,0.0025205551646649837,-0.9690634668804705,TRUE_FLIP,False,[],[],0.15068493150684936,1.2121212121212122,False,"[""semantic_drift"",""label_flip""]",TRUE_FLIP,,,,,,,,
50,34858,50:hypothesis:fra_Latn,hypothesis,neutral,Wolf-like dog chasing white wiffle ball through a green field.,The dog is in the field.,Wolf-like dog chasing white wiffle ball through a green field.,The dog is in the field.,The dog is in the field.,The dog is in the field.,0.9963133931159973,0.9963133931159973,0.9963133931159973,entailment,0.014200634323060513,entailment,0.014200634323060513,0.0,VERIFIER_GOLD_DISAGREEMENT_STABLE,False,[],[],0.0,1.0,False,"[""trivial_copy"",""label_flip""]",VERIFIER_GOLD_DISAGREEMENT,,,,,,,,
52,38085,52:hypothesis:fra_Latn,hypothesis,neutral,"Two young girls are playing on swings, and one is holding the other girls swing ""still.""",A girl is telling her friend it is her turn to swing.,"Two young girls are playing on swings, and one is holding the other girls swing ""still.""",A girl tells her friend it's her turn to swing.,A girl is telling her friend it is her turn to swing.,A girl tells her friend it's her turn to swing.,0.9971810579299927,0.9958284497261047,0.9958284497261047,contradiction,0.4574742615222931,neutral,0.8137177228927612,0.35624346137046814,RECOVERED_TO_GOLD,False,[],[],0.09999999999999998,0.8867924528301887,True,[],ACCEPTED_SCORE_BORDERLINE,,,,,,,,
52,38085,52:premise:fra_Latn,premise,neutral,"Two young girls are playing on swings, and one is holding the other girls swing ""still.""",A girl is telling her friend it is her turn to swing.,"Two young girls are playing scales, and one holds the other ""always"".",A girl is telling her friend it is her turn to swing.,"Two young girls are playing on swings, and one is holding the other girls swing ""still.""","Two young girls are playing scales, and one holds the other ""always"".",0.002003483008593321,0.0003613593289628625,0.0003613593289628625,contradiction,0.4574742615222931,contradiction,0.0011117418762296438,-0.45636251964606345,VERIFIER_GOLD_DISAGREEMENT_STABLE,False,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.24840764331210186,0.7840909090909091,False,"[""semantic_drift"",""label_flip""]",VERIFIER_GOLD_DISAGREEMENT,,,,,,,,
53,38101,53:hypothesis:fra_Latn,hypothesis,neutral,A girl running through uneven sand with some withered grass.,The girl is not wearing shoes.,A girl running through uneven sand with some withered grass.,The girl doesn't wear shoes.,The girl is not wearing shoes.,The girl doesn't wear shoes.,0.9978317618370056,0.9950405955314636,0.9950405955314636,neutral,0.9979598522186279,neutral,0.9986128807067871,0.0006530284881591797,STABLE_GOLD,False,"[{""group"":""negation"",""original"":{""not"":1},""candidate"":{""n't"":1},""field"":""hypothesis""}]",[],0.1724137931034483,0.9333333333333333,False,"[""hard_cue_changed""]",NEGATION_CUE,,,,,,,,
54,38352,54:hypothesis:fra_Latn,hypothesis,contradiction,A baby that is smiling big.,A kid is crying.,A baby that is smiling big.,A child is crying.,A kid is crying.,A child is crying.,0.9977225661277771,0.9978594183921814,0.9977225661277771,contradiction,0.999405026435852,contradiction,0.9994039535522461,-1.0728836059570312e-06,STABLE_GOLD,False,[],[],0.11764705882352944,1.125,True,[],ACCEPTED_HIGH_CONFIDENCE,,,,,,,,
55,40045,55:hypothesis:fra_Latn,hypothesis,contradiction,Former First Lady Laura Bush wearing a peach colored dress speaks at a conference.,Laura Bush reads a newspaper while eating an orange.,Former First Lady Laura Bush wearing a peach colored dress speaks at a conference.,Laura Bush is reading a newspaper eating an orange.,Laura Bush reads a newspaper while eating an orange.,Laura Bush is reading a newspaper eating an orange.,0.9940527081489563,0.9972339272499084,0.9940527081489563,contradiction,0.9992152452468872,contradiction,0.9994814991950989,0.0002662539482116699,STABLE_GOLD,False,[],[],0.12621359223300976,0.9807692307692307,True,[],ACCEPTED_HIGH_CONFIDENCE,,,,,,,,
55,40045,55:premise:fra_Latn,premise,contradiction,Former First Lady Laura Bush wearing a peach colored dress speaks at a conference.,Laura Bush reads a newspaper while eating an orange.,"Former First Lady Laura Bush, dressed in a fish dress, speaks at a conference.",Laura Bush reads a newspaper while eating an orange.,Former First Lady Laura Bush wearing a peach colored dress speaks at a conference.,"Former First Lady Laura Bush, dressed in a fish dress, speaks at a conference.",0.0006343497661873698,0.0029429865535348654,0.0006343497661873698,contradiction,0.9992152452468872,contradiction,0.999265730381012,5.048513412475586e-05,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.275,0.9512195121951219,False,"[""semantic_drift""]",SEMANTIC_DRIFT,,,,,,,,
64,45940,64:hypothesis:fra_Latn,hypothesis,neutral,A dog runs while holding an object in its mouth.,The dog brings the ball back to his owner.,A dog runs while holding an object in its mouth.,The dog returns the bullet to its owner.,The dog brings the ball back to his owner.,The dog returns the bullet to its owner.,0.0013250495539978147,0.0017047892324626446,0.0013250495539978147,neutral,0.9955845475196838,contradiction,0.21100786328315735,-0.7845766842365265,TRUE_FLIP,False,[],[],0.2195121951219512,0.9523809523809523,False,"[""semantic_drift"",""label_flip""]",TRUE_FLIP,,,,,,,,
64,45940,64:premise:fra_Latn,premise,neutral,A dog runs while holding an object in its mouth.,The dog brings the ball back to his owner.,A dog runs when he holds an object in his mouth.,The dog brings the ball back to his owner.,A dog runs while holding an object in its mouth.,A dog runs when he holds an object in his mouth.,0.9751476049423218,0.9888989329338074,0.9751476049423218,neutral,0.9955845475196838,neutral,0.8754958510398865,-0.12008869647979736,STABLE_GOLD,False,[],[],0.125,1.0,True,[],ACCEPTED_SCORE_BORDERLINE,,,,,,,,
68,48670,68:premise:fra_Latn,premise,entailment,Two children are sitting shirtless on a trampoline.,The children are outside.,Two kids sitting on a trampoline without a shirt.,The children are outside.,Two children are sitting shirtless on a trampoline.,Two kids sitting on a trampoline without a shirt.,0.9966893196105957,0.9968656897544861,0.9966893196105957,entailment,0.9531211256980896,entailment,0.9804713726043701,0.027350246906280518,STABLE_GOLD,False,"[{""group"":""negation"",""original"":{},""candidate"":{""without"":1},""field"":""premise""}]",[],0.38,0.9607843137254902,False,"[""hard_cue_changed""]",NEGATION_CUE,,,,,,,,
