source_index,candidate_id,augmented_field,pivot_lang,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,accepted,reasons,semantic_forward_entailment,semantic_backward_entailment,semantic_min,nli_predicted_label,nli_gold_probability,hard_cue_changes,soft_cue_changes,number_cues_before,number_cues_after,change_ratio,length_ratio,source_to_pivot_over_limit,source_to_pivot_truncated,pivot_to_source_over_limit,pivot_to_source_truncated,was_truncated,translation_model,translation_model_revision,verifier_model,verifier_model_revision,risk_score,human_semantic_equivalent,human_label_preserved,human_useful_augmentation,human_notes
100,100:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Four people swinging on a swing set.,The four people are siblings.,Four people swinging on a swing set.,All four are brothers and sisters.,The four people are siblings.,All four are brothers and sisters.,False,"[""semantic_drift""]",0.1324903517961502,0.9867346286773682,0.1324903517961502,1,0.9994526505470276,[],"[{""group"":""quantifier"",""original"":{},""candidate"":{""all"":1},""field"":""hypothesis""}]",,,0.5555555555555556,1.1724137931034482,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.968057,,,,
682,682:premise:fra_Latn,premise,fra_Latn,contradiction,A man wearing a colorful suit sits on a sidewalk playing a basset horn to collect money.,A man juggles on the street.,A man dressed in a colorful suit was sitting on the sidewalk playing a trumpet to collect money.,A man juggles on the street.,A man wearing a colorful suit sits on a sidewalk playing a basset horn to collect money.,A man dressed in a colorful suit was sitting on the sidewalk playing a trumpet to collect money.,False,"[""semantic_drift""]",0.942338228225708,0.01725255325436592,0.01725255325436592,2,0.9952462315559387,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""on"":1,""in"":1},""field"":""premise""}]",,,0.2065217391304348,1.0909090909090908,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.08750122,,,,
490,490:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,Small dog running through a field.,A cat is playing with yarn.,Small dog running through a field.,A cat playing with a wire.,A cat is playing with yarn.,A cat playing with a wire.,False,"[""semantic_drift""]",0.00012273844913579524,0.0001760880695655942,0.00012273844913579524,2,0.9996720552444458,[],[],,,0.16981132075471694,0.9629629629629629,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00020521,,,,
32,32:premise:fra_Latn,premise,fra_Latn,contradiction,A girl in pink is holding onto a young boy wearing red.,A sister is holding onto her brother in all black.,A girl in pink holds a boy in red.,A sister is holding onto her brother in all black.,A girl in pink is holding onto a young boy wearing red.,A girl in pink holds a boy in red.,False,"[""semantic_drift""]",0.9969859719276428,0.5155285000801086,0.5155285000801086,2,0.9983968138694763,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",,,0.2584269662921348,0.6181818181818182,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.58607469,,,,
30,30:premise:fra_Latn,premise,fra_Latn,neutral,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,The peson has a strange life with jouls and contraptions.,A person plays with a mega jug made up of traces of wire and colored bullets.,The peson has a strange life with jouls and contraptions.,A person plays with a mega joule contraption consisting of wire tracks and colored balls.,A person plays with a mega jug made up of traces of wire and colored bullets.,False,"[""semantic_drift""]",0.007596254348754883,0.6033747792243958,0.007596254348754883,1,0.9554361701011658,[],[],,,0.24096385542168675,0.8651685393258427,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.03696758,,,,
108,108:premise:fra_Latn,premise,fra_Latn,entailment,A person is doing a back flip while other people and cars go by in the background.,The person knows how to do a flip.,One person makes a back turn while others and cars pass in the background.,The person knows how to do a flip.,A person is doing a back flip while other people and cars go by in the background.,One person makes a back turn while others and cars pass in the background.,False,"[""hard_cue_changed"",""semantic_drift"",""label_flip""]",0.9961516261100769,0.728767991065979,0.728767991065979,1,0.10014548152685165,"[{""group"":""number"",""original"":{},""candidate"":{""one"":1},""field"":""premise""}]",[],{},"{""one"":1}",0.2564102564102564,0.9024390243902439,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.17108653,,,,
237,237:premise:fra_Latn,premise,fra_Latn,neutral,A smiling young girl in braids is playing ball.,A child kicking a ball while playing.,A young girl with a smile on her face is playing ball.,A child kicking a ball while playing.,A smiling young girl in braids is playing ball.,A young girl with a smile on her face is playing ball.,False,"[""semantic_drift""]",0.9955331087112427,0.0009787121089175344,0.0009787121089175344,1,0.9749261736869812,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""on"":1},""field"":""premise""}]",,,0.306930693069307,1.148936170212766,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.12409511,,,,
255,255:premise:fra_Latn,premise,fra_Latn,contradiction,Three young boys on a beach in swimsuits- two standing facing the water and one sitting on a rock- are in a rocky area with yellow wildflowers in the foreground while in the background many people recreate on a sandy shore.,Three boys play nintendo.,Three young boys on a beach in a swimsuit - two standing in front of the water and one sitting on a rock - are in a rocky area with yellow wildflowers in the foreground while in the background many people,Three boys play nintendo.,Three young boys on a beach in swimsuits- two standing facing the water and one sitting on a rock- are in a rocky area with yellow wildflowers in the foreground while in the background many people recreate on a sandy shore.,Three young boys on a beach in a swimsuit - two standing in front of the water and one sitting on a rock - are in a rocky area with yellow wildflowers in the foreground while in the background many people,False,"[""semantic_drift"",""label_flip""]",0.793656051158905,0.0074872812256217,0.0074872812256217,1,0.14088797569274902,[],"[{""group"":""space"",""original"":{""on"":3,""in"":4},""candidate"":{""on"":2,""front"":1,""in"":5},""field"":""premise""}]",,,0.11475409836065575,0.9147982062780269,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.95162474,,,,
582,582:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,"A woman is running on a gravel path, while another woman in a green shirt is cheering.",A woman in shorts is running.,"A woman is running on a gravel path, while another woman in a green shirt is cheering.",A woman in short shorts.,A woman in shorts is running.,A woman in short shorts.,False,"[""semantic_drift""]",0.9804671406745911,0.0008353274897672236,0.0008353274897672236,1,0.9748645424842834,[],[],,,0.28301886792452835,0.8275862068965517,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.02430013,,,,
696,696:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A guy snowboarding down a pole that is on top of a blue vehicle into the snow.,A man performs snowboard stunts in a scored event.,A guy snowboarding down a pole that is on top of a blue vehicle into the snow.,A man does snowboarding in a high-profile event.,A man performs snowboard stunts in a scored event.,A man does snowboarding in a high-profile event.,False,"[""semantic_drift""]",0.08412099629640579,0.034287068992853165,0.034287068992853165,1,0.9462582468986511,[],[],,,0.30612244897959184,0.96,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.01945468,,,,
27,27:premise:fra_Latn,premise,fra_Latn,entailment,Man riding a yellow machine on a dirt field at an event,a man is driving a piece of equipment on the grounds of a venue.,A man aboard a yellow machine in a field at an event,a man is driving a piece of equipment on the grounds of a venue.,Man riding a yellow machine on a dirt field at an event,A man aboard a yellow machine in a field at an event,False,"[""semantic_drift""]",0.9963898062705994,0.004186738282442093,0.004186738282442093,0,0.9942148327827454,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",,,0.15887850467289721,0.9454545454545454,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.10159843,,,,
656,656:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man leads others in a chant.,A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,A man leads the others in a song.,A man leads others in a chant.,A man leads the others in a song.,False,"[""semantic_drift"",""label_flip""]",0.04603265970945358,0.018405288457870483,0.018405288457870483,2,0.00611096853390336,[],[],,,0.17460317460317465,1.1,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.97548374,,,,
219,219:premise:fra_Latn,premise,fra_Latn,neutral,Old woman with lots of ornate clothing and jewelry.,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,An old woman with lots of clothes and jewelry.,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,Old woman with lots of ornate clothing and jewelry.,An old woman with lots of clothes and jewelry.,False,"[""semantic_drift""]",0.9900951385498047,0.005414270330220461,0.005414270330220461,1,0.9967358708381653,[],[],,,0.15463917525773196,0.9019607843137255,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.99784986,,,,
738,738:premise:fra_Latn,premise,fra_Latn,neutral,A woman with gray hair is sitting next to a little boy who is holding onto the handles of a stroller and a little girl who is sitting in a different stroller.,An older lady is resting with a couple of children.,A gray-haired woman is sitting next to a little boy holding a handful and a little girl sitting in a different handful.,An older lady is resting with a couple of children.,A woman with gray hair is sitting next to a little boy who is holding onto the handles of a stroller and a little girl who is sitting in a different stroller.,A gray-haired woman is sitting next to a little boy holding a handful and a little girl sitting in a different handful.,False,"[""semantic_drift"",""label_flip""]",0.0004719091230072081,0.0005494949873536825,0.0004719091230072081,0,0.010485327802598476,[],[],,,0.29241877256317694,0.7531645569620253,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.98904276,,,,
786,786:premise:fra_Latn,premise,fra_Latn,neutral,"A horse pulls a wagon with a bale of hay on top, while a man sits on top of the bale with his hand in the air.",A man wears a hat.,"A horse pulls a chariot with a hay ball on top, while a man sits on the ball with his hand up in the air.",A man wears a hat.,"A horse pulls a wagon with a bale of hay on top, while a man sits on top of the bale with his hand in the air.","A horse pulls a chariot with a hay ball on top, while a man sits on the ball with his hand up in the air.",False,"[""semantic_drift""]",0.0010390996467322111,0.01280529610812664,0.0010390996467322111,1,0.9983988404273987,[],[],,,0.15348837209302324,0.9545454545454546,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00056206,,,,
481,481:premise:fra_Latn,premise,fra_Latn,contradiction,Two hockey players one in yellow and one in white competing against each other to gain control of the hockey puck.,Two friends are playing basketball.,"Two hockey players, one in yellow and one in white, compete to take control of the hockey box.",Two friends are playing basketball.,Two hockey players one in yellow and one in white competing against each other to gain control of the hockey puck.,"Two hockey players, one in yellow and one in white, compete to take control of the hockey box.",False,"[""semantic_drift""]",0.0021103182807564735,0.0032168913166970015,0.0021103182807564735,2,0.9995973706245422,[],[],,,0.17307692307692313,0.8245614035087719,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.99829231,,,,
238,238:premise:fra_Latn,premise,fra_Latn,entailment,Old man is fixing overturned bike.,Man is fixing a bike.,The old man is fixing a broken bicycle.,Man is fixing a bike.,Old man is fixing overturned bike.,The old man is fixing a broken bicycle.,False,"[""semantic_drift""]",0.9442101120948792,0.004612192511558533,0.004612192511558533,0,0.9978646636009216,[],[],,,0.28767123287671237,1.1470588235294117,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.99752314,,,,
516,516:premise:fra_Latn,premise,fra_Latn,neutral,A man catches a ball in front of a large crowd.,The football player caught the pass.,A man takes a bullet in front of a large crowd.,The football player caught the pass.,A man catches a ball in front of a large crowd.,A man takes a bullet in front of a large crowd.,False,"[""semantic_drift"",""label_flip""]",0.00020345253869891167,0.00013643827696796507,0.00013643827696796507,2,0.00023205261095426977,[],[],,,0.1063829787234043,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.99963151,,,,
681,681:premise:fra_Latn,premise,fra_Latn,entailment,Little boy pushing another little boy up the pole.,There are two boys.,A little boy pushing another little boy to the stake.,There are two boys.,Little boy pushing another little boy up the pole.,A little boy pushing another little boy to the stake.,False,"[""semantic_drift""]",0.03063921257853508,0.07321390509605408,0.03063921257853508,0,0.9532554745674133,[],[],,,0.12621359223300976,1.06,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.01610531,,,,
308,308:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A boat floating on blue water.,The boat is about to be taken out on the water.,A boat floating on blue water.,The boat is about to be put back into the water.,The boat is about to be taken out on the water.,The boat is about to be put back into the water.,False,"[""semantic_drift"",""label_flip""]",0.31591495871543884,0.9856770038604736,0.31591495871543884,2,0.09339170902967453,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""hypothesis""}]",,,0.17894736842105263,1.0212765957446808,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.69069333,,,,
7,7:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A boat captain steering a large green wheel.,A guy is at the green helm of a boat.,A boat captain steering a large green wheel.,There's a guy on the green deck of a boat.,A guy is at the green helm of a boat.,There's a guy on the green deck of a boat.,False,"[""semantic_drift""]",0.5665518641471863,0.006149317603558302,0.006149317603558302,0,0.8376345634460449,[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""hypothesis""}]",,,0.26582278481012656,1.135135135135135,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.25621612,,,,
178,178:premise:fra_Latn,premise,fra_Latn,contradiction,A woman in dark sunglasses checks her mobile phone while two woman walk the city crosswalk.,A girl drops her phone in a stream in the country side.,A woman with dark sunglasses checks her cell phone as two women walk down the street.,A girl drops her phone in a stream in the country side.,A woman in dark sunglasses checks her mobile phone while two woman walk the city crosswalk.,A woman with dark sunglasses checks her cell phone as two women walk down the street.,False,"[""semantic_drift""]",0.9954649806022644,0.020157096907496452,0.020157096907496452,2,0.9995416402816772,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",,,0.23863636363636365,0.9340659340659341,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.08030126,,,,
775,775:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A religious man in a robe is sitting in contemplation.,A man wearing a robe looks to be very religious,A religious man in a robe is sitting in contemplation.,A man dressed in a dress seems very religious.,A man wearing a robe looks to be very religious,A man dressed in a dress seems very religious.,False,"[""semantic_drift""]",0.02011094056069851,0.15845559537410736,0.02011094056069851,0,0.8745798468589783,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.31182795698924726,0.9787234042553191,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.20530921,,,,
387,387:premise:fra_Latn,premise,fra_Latn,contradiction,A man waits at a crosswalk holding a motorbike helmet.,A dog is wearing pants.,A man waits at a crossroads holding a motorcycle helmet.,A dog is wearing pants.,A man waits at a crosswalk holding a motorbike helmet.,A man waits at a crossroads holding a motorcycle helmet.,False,"[""semantic_drift""]",0.9259119629859924,0.6935995817184448,0.6935995817184448,2,0.9970126152038574,[],[],,,0.12727272727272732,1.037037037037037,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.3093878,,,,
