source_index,candidate_id,augmented_field,pivot_lang,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,accepted,reasons,semantic_forward_entailment,semantic_backward_entailment,semantic_min,nli_predicted_label,nli_gold_probability,hard_cue_changes,soft_cue_changes,number_cues_before,number_cues_after,change_ratio,length_ratio,source_to_pivot_over_limit,source_to_pivot_truncated,pivot_to_source_over_limit,pivot_to_source_truncated,was_truncated,translation_model,translation_model_revision,verifier_model,verifier_model_revision,risk_score,human_semantic_equivalent,human_label_preserved,human_useful_augmentation,human_notes,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,original_matches_gold,candidate_matches_gold,nli_transition,nli_gold_probability_delta,confidence_drop,large_confidence_drop,large_confidence_increase,original_source_index
5,5:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A woman is holding a bird while sitting in a flowering tree.,a woman puts her bird ina a tree,A woman is holding a bird while sitting in a flowering tree.,A woman puts her bird in a tree,a woman puts her bird ina a tree,A woman puts her bird in a tree,False,"[""trivial_copy"",""label_flip""]",0.9961535334587097,0.9946637153625488,0.9946637153625488,0,0.09445426613092422,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.015873015873015928,0.96875,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.01088202,,,,,entailment,0.043892089277505875,0.9468750953674316,0.043892089277505875,0.009232874028384686,entailment,0.09445426613092422,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,0.05056217685341835,False,False,False,2169
5,5:premise:fra_Latn,premise,fra_Latn,neutral,A woman is holding a bird while sitting in a flowering tree.,a woman puts her bird ina a tree,A woman holds a bird while sitting in a flowering tree.,a woman puts her bird ina a tree,A woman is holding a bird while sitting in a flowering tree.,A woman holds a bird while sitting in a flowering tree.,False,"[""label_flip""]",0.9973118305206299,0.9962062835693359,0.9962062835693359,0,0.03431759029626846,[],[],,,0.060869565217391286,0.9166666666666666,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.96947613,,,,,entailment,0.043892089277505875,0.9468750953674316,0.043892089277505875,0.009232874028384686,entailment,0.03431759029626846,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,-0.009574498981237411,False,False,False,2169
6,6:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Two people are planting small bushes near a grassy area.,Two people are planting bushes for charity.,Two people are planting small bushes near a grassy area.,Two people planting bushes for charity.,Two people are planting bushes for charity.,Two people planting bushes for charity.,True,[],0.9966105818748474,0.993664026260376,0.993664026260376,1,0.9989591836929321,[],[],,,0.04878048780487809,0.9069767441860465,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00737679,,,,,neutral,0.9989271759986877,0.0005733670550398529,0.9989271759986877,0.0004994466435164213,neutral,0.9989591836929321,True,True,STABLE_GOLD,3.2007694244384766e-05,False,False,False,2194
6,6:premise:fra_Latn,premise,fra_Latn,neutral,Two people are planting small bushes near a grassy area.,Two people are planting bushes for charity.,Two people are planting little bushes near a grassy area.,Two people are planting bushes for charity.,Two people are planting small bushes near a grassy area.,Two people are planting little bushes near a grassy area.,True,[],0.9979504942893982,0.9974109530448914,0.9974109530448914,1,0.9988778233528137,[],[],,,0.06194690265486724,1.0178571428571428,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00371122,,,,,neutral,0.9989271759986877,0.0005733670550398529,0.9989271759986877,0.0004994466435164213,neutral,0.9988778233528137,True,True,STABLE_GOLD,-4.935264587402344e-05,False,False,False,2194
7,7:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A boat captain steering a large green wheel.,A guy is at the green helm of a boat.,A boat captain steering a large green wheel.,There's a guy on the green deck of a boat.,A guy is at the green helm of a boat.,There's a guy on the green deck of a boat.,False,"[""semantic_drift""]",0.5665518641471863,0.006149317603558302,0.006149317603558302,0,0.8376345634460449,[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""hypothesis""}]",,,0.26582278481012656,1.135135135135135,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.25621612,,,,,entailment,0.9686083197593689,0.9686083197593689,0.0289930310100317,0.0023986902087926865,entailment,0.8376345634460449,True,True,STABLE_GOLD,-0.13097375631332397,False,False,False,3208
7,7:premise:fra_Latn,premise,fra_Latn,entailment,A boat captain steering a large green wheel.,A guy is at the green helm of a boat.,A ship captain driving a big green wheel.,A guy is at the green helm of a boat.,A boat captain steering a large green wheel.,A ship captain driving a big green wheel.,True,[],0.9961495399475098,0.997067391872406,0.9961495399475098,0,0.9822490215301514,[],[],,,0.24705882352941178,0.9318181818181818,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.02160144,,,,,entailment,0.9686083197593689,0.9686083197593689,0.0289930310100317,0.0023986902087926865,entailment,0.9822490215301514,True,True,STABLE_GOLD,0.01364070177078247,False,False,False,3208
8,8:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,Band playing in front of a small crowd outside.,There are thousands of people watching them perform.,Band playing in front of a small crowd outside.,Thousands of people watch them play.,There are thousands of people watching them perform.,Thousands of people watch them play.,True,[],0.9955645799636841,0.9959243535995483,0.9955645799636841,2,0.9844326972961426,[],[],,,0.25,0.6923076923076923,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.02000272,,,,,contradiction,0.9816632270812988,0.0004157533112447709,0.017921045422554016,0.9816632270812988,contradiction,0.9844326972961426,True,True,STABLE_GOLD,0.00276947021484375,False,False,False,3931
8,8:premise:fra_Latn,premise,fra_Latn,contradiction,Band playing in front of a small crowd outside.,There are thousands of people watching them perform.,The band plays in front of a small crowd outside.,There are thousands of people watching them perform.,Band playing in front of a small crowd outside.,The band plays in front of a small crowd outside.,True,[],0.9955717325210571,0.9971604347229004,0.9955717325210571,2,0.990672767162323,[],[],,,0.08333333333333337,1.0425531914893618,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0137555,,,,,contradiction,0.9816632270812988,0.0004157533112447709,0.017921045422554016,0.9816632270812988,contradiction,0.990672767162323,True,True,STABLE_GOLD,0.00900954008102417,False,False,False,3931
9,9:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Tattooed man getting a tattoo.,A tattooed man is getting a tattoo of a Chinese character.,Tattooed man getting a tattoo.,A tattooed man gets a Chinese character tattooed.,A tattooed man is getting a tattoo of a Chinese character.,A tattooed man gets a Chinese character tattooed.,True,[],0.9970977306365967,0.9915760159492493,0.9915760159492493,1,0.9986774325370789,[],[],,,0.2710280373831776,0.8448275862068966,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00974655,,,,,neutral,0.9993659853935242,0.000382932455977425,0.9993659853935242,0.00025114783784374595,neutral,0.9986774325370789,True,True,STABLE_GOLD,-0.0006885528564453125,False,False,False,4111
9,9:premise:fra_Latn,premise,fra_Latn,neutral,Tattooed man getting a tattoo.,A tattooed man is getting a tattoo of a Chinese character.,A man with a tattoo gets a tattoo.,A tattooed man is getting a tattoo of a Chinese character.,Tattooed man getting a tattoo.,A man with a tattoo gets a tattoo.,True,[],0.997239351272583,0.9921482801437378,0.9921482801437378,1,0.9991587400436401,[],[],,,0.375,1.1333333333333333,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00869298,,,,,neutral,0.9993659853935242,0.000382932455977425,0.9993659853935242,0.00025114783784374595,neutral,0.9991587400436401,True,True,STABLE_GOLD,-0.0002072453498840332,False,False,False,4111
10,10:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique suit plays the bagpipes to make money.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique suit plays the bagpipes to make money.,True,[],0.9564880728721619,0.9799052476882935,0.9564880728721619,1,0.9702602028846741,[],[],,,0.24193548387096775,0.8115942028985508,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.07325172,,,,,neutral,0.9945354461669922,0.0009897699346765876,0.9945354461669922,0.004474892746657133,neutral,0.9702602028846741,True,True,STABLE_GOLD,-0.024275243282318115,False,False,False,4403
10,10:premise:fra_Latn,premise,fra_Latn,neutral,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique suit plays a pipe while people watch him.,A man in a unique costume is playing the bagpipes  for monetary gain.,A man in a unique costume is playing the bagpipes while some people stare at him.,A man in a unique suit plays a pipe while people watch him.,True,[],0.9796615839004517,0.9840208888053894,0.9796615839004517,1,0.989096999168396,[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",,,0.2571428571428571,0.7283950617283951,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.13124142,,,,,neutral,0.9945354461669922,0.0009897699346765876,0.9945354461669922,0.004474892746657133,neutral,0.989096999168396,True,True,STABLE_GOLD,-0.005438446998596191,False,False,False,4403
11,11:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.",some musicians sleep,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.",Some musicians are asleep.,some musicians sleep,Some musicians are asleep.,False,"[""label_flip""]",0.9937859773635864,0.9931911826133728,0.9931911826133728,1,0.045716430991888046,[],[],,,0.13043478260869568,1.3,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.96109239,,,,,neutral,0.01081023272126913,0.003105170326307416,0.986084520816803,0.01081023272126913,neutral,0.045716430991888046,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,0.034906198270618916,False,False,False,4548
11,11:premise:fra_Latn,premise,fra_Latn,contradiction,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.",some musicians sleep,"Four musicians playing harp instruments, one clarinet player and three saxophones, watched by a little child riding a bicycle.",some musicians sleep,"Four musicians playing reed instruments with one playing a clarinet and three playing saxophones, being watched by a young child on a bicycle.","Four musicians playing harp instruments, one clarinet player and three saxophones, watched by a little child riding a bicycle.",False,"[""semantic_drift"",""label_flip""]",0.5055648684501648,0.9894887804985046,0.5055648684501648,1,0.017588557675480843,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",,,0.22388059701492535,0.8873239436619719,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.57684657,,,,,neutral,0.01081023272126913,0.003105170326307416,0.986084520816803,0.01081023272126913,neutral,0.017588557675480843,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,0.006778324954211712,False,False,False,4548
12,12:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are in a rodeo.,Two young adults are at a rodeo.,Two young adults are in a rodeo.,True,[],0.9753323197364807,0.9936805963516235,0.9753323197364807,0,0.9962078332901001,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.0625,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.12845985,,,,,entailment,0.9977225661277771,0.9977225661277771,0.0017620029393583536,0.0005154552054591477,entailment,0.9962078332901001,True,True,STABLE_GOLD,-0.001514732837677002,False,False,False,5321
12,12:premise:fra_Latn,premise,fra_Latn,entailment,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a rodeo.,"Two young adults on a rodeo, one helping the other to repair an arm injury after a short walk.",Two young adults are at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.","Two young adults on a rodeo, one helping the other to repair an arm injury after a short walk.",False,"[""semantic_drift""]",0.0011723102070391178,0.012599664740264416,0.0011723102070391178,0,0.996096670627594,[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",,,0.23076923076923073,0.9306930693069307,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.10273102,,,,,entailment,0.9977225661277771,0.9977225661277771,0.0017620029393583536,0.0005154552054591477,entailment,0.996096670627594,True,True,STABLE_GOLD,-0.0016258955001831055,False,False,False,5321
13,13:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A heavyset man is standing next to a building.,The man works in the building.,A heavyset man is standing next to a building.,The man works in the building.,The man works in the building.,The man works in the building.,False,"[""trivial_copy""]",0.9974853992462158,0.9974853992462158,0.9974853992462158,1,0.9031684994697571,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0993461,,,,,neutral,0.9031684994697571,0.0007855634903535247,0.9031684994697571,0.09604597091674805,neutral,0.9031684994697571,True,True,STABLE_GOLD,0.0,False,False,False,5450
13,13:premise:fra_Latn,premise,fra_Latn,neutral,A heavyset man is standing next to a building.,The man works in the building.,A tall man stands next to a building.,The man works in the building.,A heavyset man is standing next to a building.,A tall man stands next to a building.,False,"[""low_nli_confidence""]",0.9828923940658569,0.9488439559936523,0.9488439559936523,1,0.7582346796989441,[],[],,,0.20481927710843373,0.8043478260869565,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.29292136,,,,,neutral,0.9031684994697571,0.0007855634903535247,0.9031684994697571,0.09604597091674805,neutral,0.7582346796989441,True,True,STABLE_GOLD,-0.144933819770813,False,False,False,5450
14,14:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A group of young students are hanging out together in a university.,Students sit together by the Student Union building.,A group of young students are hanging out together in a university.,The students are sitting together near the Student Union building.,Students sit together by the Student Union building.,The students are sitting together near the Student Union building.,True,[],0.9978126287460327,0.9973689317703247,0.9973689317703247,1,0.9986727237701416,[],"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""hypothesis""}]",,,0.15254237288135597,1.2692307692307692,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.10395834,,,,,neutral,0.9966065883636475,0.002562662586569786,0.9966065883636475,0.0008307644748128951,neutral,0.9986727237701416,True,True,STABLE_GOLD,0.0020661354064941406,False,False,False,5560
