source_index,candidate_id,augmented_field,pivot_lang,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,accepted,reasons,semantic_forward_entailment,semantic_backward_entailment,semantic_min,nli_predicted_label,nli_gold_probability,hard_cue_changes,soft_cue_changes,number_cues_before,number_cues_after,change_ratio,length_ratio,source_to_pivot_over_limit,source_to_pivot_truncated,pivot_to_source_over_limit,pivot_to_source_truncated,was_truncated,translation_model,translation_model_revision,verifier_model,verifier_model_revision,risk_score,human_semantic_equivalent,human_label_preserved,human_useful_augmentation,human_notes
697,697:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,The people are standing outside after a wedding.,It was a wedding for two Indian people,The people are standing outside after a wedding.,It was a wedding for two Indians.,It was a wedding for two Indian people,It was a wedding for two Indians.,True,[],0.9948550462722778,0.9882633686065674,0.9882633686065674,1,0.9995220899581909,[],[],,,0.12676056338028174,0.868421052631579,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01221454,,,,
499,499:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,People are ice-skating and walking across a frozen surface with the Adobe building in the background.,The people are skating.,People are ice-skating and walking across a frozen surface with the Adobe building in the background.,People are skating.,The people are skating.,People are skating.,True,[],0.9956707954406738,0.990838348865509,0.990838348865509,0,0.9976320266723633,[],[],,,0.09523809523809523,0.8260869565217391,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01152962,,,,
34,34:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A shirtless man with sunglasses looks at the camera during a beach party.,the man is a model,A shirtless man with sunglasses looks at the camera during a beach party.,man is a model,the man is a model,man is a model,True,[],0.9912541508674622,0.9915728569030762,0.9912541508674622,1,0.9963966012001038,[],[],,,0.125,0.7777777777777778,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01234925,,,,
29,29:premise:fra_Latn,premise,fra_Latn,neutral,A football player lands on his head.,The football player damaged his neck.,A football player falls on his head.,The football player damaged his neck.,A football player lands on his head.,A football player falls on his head.,True,[],0.9925656318664551,0.9955202341079712,0.9925656318664551,1,0.994096040725708,[],[],,,0.08333333333333337,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01333833,,,,
112,112:premise:fra_Latn,premise,fra_Latn,entailment,A man stands by a building playing a wooden electric guitar.,A man is standing.,A man is standing near a building playing a wooden electric guitar.,A man is standing.,A man stands by a building playing a wooden electric guitar.,A man is standing near a building playing a wooden electric guitar.,True,[],0.9977284073829651,0.9973686933517456,0.9973686933517456,0,0.9971712231636047,[],"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""premise""}]",,,0.10236220472440949,1.1166666666666667,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.10546008,,,,
275,275:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,A man and two young girls in a forest.,A man and his two daughters eat ice cream indoors.,A man and two young girls in a forest.,A man and his two daughters are eating ice cream inside.,A man and his two daughters eat ice cream indoors.,A man and his two daughters are eating ice cream inside.,True,[],0.9963471293449402,0.9892203211784363,0.9892203211784363,2,0.9946221113204956,[],"[{""group"":""space"",""original"":{},""candidate"":{""inside"":1},""field"":""hypothesis""}]",,,0.13207547169811318,1.12,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11615757,,,,
288,288:premise:fra_Latn,premise,fra_Latn,entailment,A biker reaches the apex of his ramp while onlookers watch his feat.,A biker reaches the apex of his ramp.,A motorcyclist reaches the top of his ramp while spectators watch his feat.,A biker reaches the apex of his ramp.,A biker reaches the apex of his ramp while onlookers watch his feat.,A motorcyclist reaches the top of his ramp while spectators watch his feat.,True,[],0.9972023963928223,0.9974448680877686,0.9972023963928223,0,0.997423529624939,[],[],,,0.23076923076923073,1.1029411764705883,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00537407,,,,
589,589:premise:fra_Latn,premise,fra_Latn,contradiction,A lady in a yellow shirt adjusts her sunglasses.,The lady is adjusting her hat.,A lady in a yellow shirt is adjusting her sunglasses.,The lady is adjusting her hat.,A lady in a yellow shirt adjusts her sunglasses.,A lady in a yellow shirt is adjusting her sunglasses.,True,[],0.9930734038352966,0.9964524507522583,0.9930734038352966,2,0.9982925057411194,[],[],,,0.06930693069306926,1.1041666666666667,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00863409,,,,
714,714:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,There are three people sitting on a bench outside a building and one man standing next to it looking at a newspaper.,The people are talking.,There are three people sitting on a bench outside a building and one man standing next to it looking at a newspaper.,People are talking.,The people are talking.,People are talking.,True,[],0.9953835606575012,0.9916812777519226,0.9916812777519226,1,0.9757763743400574,[],[],,,0.09523809523809523,0.8260869565217391,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.03254235,,,,
25,25:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people playing a game.,"Two teams, one wearing blue and white, the other in red and white, are playing football.",There are people who play a game.,There are people playing a game.,There are people who play a game.,True,[],0.997711181640625,0.9970611929893494,0.9970611929893494,0,0.9927611351013184,[],[],,,0.10769230769230764,1.03125,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01017767,,,,
655,655:premise:fra_Latn,premise,fra_Latn,entailment,"A security guard stands by a metal, lighted sculpture.",A person guards a sculpture.,A security guard stands near a burning metal sculpture.,A person guards a sculpture.,"A security guard stands by a metal, lighted sculpture.",A security guard stands near a burning metal sculpture.,True,[],0.9680427312850952,0.9949285984039307,0.9680427312850952,0,0.9952267408370972,[],"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""premise""}]",,,0.21100917431192656,1.0185185185185186,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.13673053,,,,
244,244:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A construction worker assembles a scaffold.,The scaffold was assembled by the worker.,A construction worker assembles a scaffold.,The scaffolding was assembled by the worker.,The scaffold was assembled by the worker.,The scaffolding was assembled by the worker.,True,[],0.9962194561958313,0.9977840781211853,0.9962194561958313,0,0.9938333034515381,[],[],,,0.03529411764705881,1.0731707317073171,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00994724,,,,
770,770:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,Two girls looking at bubbles in the air.,Two boys were climbing a tree,Two girls looking at bubbles in the air.,Two boys climbing a tree.,Two boys were climbing a tree,Two boys climbing a tree.,True,[],0.9970695972442627,0.9940420985221863,0.9940420985221863,2,0.9996241331100464,[],[],,,0.11111111111111116,0.8620689655172413,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00633377,,,,
785,785:premise:fra_Latn,premise,fra_Latn,neutral,A small black girl in a bathing suit,The girl is visiting her grandmother who lives on Martha's Vineyard.,A little black girl in a swimsuit,The girl is visiting her grandmother who lives on Martha's Vineyard.,A small black girl in a bathing suit,A little black girl in a swimsuit,True,[],0.9960236549377441,0.9974109530448914,0.9960236549377441,1,0.9984520673751831,[],[],,,0.24637681159420288,0.9166666666666666,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00552428,,,,
495,495:premise:fra_Latn,premise,fra_Latn,entailment,A girl with red-hair is jumping on a sand dune.,A girl is outdoors.,A red-haired girl jumps on a sand dune.,A girl is outdoors.,A girl with red-hair is jumping on a sand dune.,A red-haired girl jumps on a sand dune.,True,[],0.9979896545410156,0.9978235960006714,0.9978235960006714,0,0.9866609573364258,[],[],,,0.2325581395348837,0.8297872340425532,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01551545,,,,
276,276:premise:fra_Latn,premise,fra_Latn,entailment,group of people by the ocean holding a net,A group of people are near the ocean.,group of people at sea holding a net,A group of people are near the ocean.,group of people by the ocean holding a net,group of people at sea holding a net,True,[],0.9920758008956909,0.9942854046821594,0.9920758008956909,0,0.9914005398750305,[],[],,,0.15384615384615385,0.8571428571428571,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01652366,,,,
531,531:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Two men are looking through the solar telescopes.,The men are trying to find Uranus.,Two men are looking through the solar telescopes.,Men are trying to find Uranus.,The men are trying to find Uranus.,Men are trying to find Uranus.,True,[],0.9965453743934631,0.991818904876709,0.991818904876709,1,0.9911938309669495,[],[],,,0.0625,0.8823529411764706,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01698726,,,,
694,694:premise:fra_Latn,premise,fra_Latn,entailment,A man in white is playing a black accordion.,man plays accordion,A man in white plays a black accordion.,man plays accordion,A man in white is playing a black accordion.,A man in white plays a black accordion.,True,[],0.9966031312942505,0.9960352778434753,0.9960352778434753,0,0.9926983714103699,[],[],,,0.08433734939759041,0.8863636363636364,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01126635,,,,
335,335:premise:fra_Latn,premise,fra_Latn,entailment,Two men are sitting by themselves in a cafe.,A cafe where two men sit alone.,Two men are sitting alone in a cafe.,A cafe where two men sit alone.,Two men are sitting by themselves in a cafe.,Two men are sitting alone in a cafe.,True,[],0.997878909111023,0.9969123601913452,0.9969123601913452,0,0.996791660785675,[],[],,,0.19999999999999996,0.8181818181818182,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00629598,,,,
6,6:premise:fra_Latn,premise,fra_Latn,neutral,Two people are planting small bushes near a grassy area.,Two people are planting bushes for charity.,Two people are planting little bushes near a grassy area.,Two people are planting bushes for charity.,Two people are planting small bushes near a grassy area.,Two people are planting little bushes near a grassy area.,True,[],0.9979504942893982,0.9974109530448914,0.9974109530448914,1,0.9988778233528137,[],[],,,0.06194690265486724,1.0178571428571428,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00371122,,,,
196,196:premise:fra_Latn,premise,fra_Latn,contradiction,A young long-haired girl is out skipping on the sidewalk on a sunny day.,The boy is rolling a can down the street in the rain.,A young girl with long hair jumps on the sidewalk on a sunny day.,The boy is rolling a can down the street in the rain.,A young long-haired girl is out skipping on the sidewalk on a sunny day.,A young girl with long hair jumps on the sidewalk on a sunny day.,True,[],0.977899968624115,0.9842827916145325,0.977899968624115,2,0.9996525049209595,[],[],,,0.27007299270072993,0.9027777777777778,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.02244753,,,,
784,784:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,Two men wearing sandals walking.,the men are asleep in the motel,Two men wearing sandals walking.,The men are sleeping in the motel.,the men are asleep in the motel,The men are sleeping in the motel.,True,[],0.9967309236526489,0.9972422122955322,0.9967309236526489,2,0.9996082186698914,[],[],,,0.07692307692307687,1.096774193548387,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00366086,,,,
405,405:premise:fra_Latn,premise,fra_Latn,neutral,A woman playing tennis at a tennis game.,A woman trying to win the final match for the title.,A woman playing tennis during a tennis match.,A woman trying to win the final match for the title.,A woman playing tennis at a tennis game.,A woman playing tennis during a tennis match.,True,[],0.991698145866394,0.9962579011917114,0.991698145866394,1,0.9978342652320862,[],"[{""group"":""time"",""original"":{},""candidate"":{""during"":1},""field"":""premise""}]",,,0.17647058823529416,1.125,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11046759,,,,
767,767:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,A little girl in a hat sits under a grocery cart.,A girl is sleeping in her bed.,A little girl in a hat sits under a grocery cart.,A girl sleeps in her bed.,A girl is sleeping in her bed.,A girl sleeps in her bed.,True,[],0.9978733062744141,0.9970384836196899,0.9970384836196899,2,0.999632716178894,[],[],,,0.12727272727272732,0.8333333333333334,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0033288,,,,
192,192:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men are racing.,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men are in the race.,Five men are racing.,Five men are in the race.,True,[],0.9960594177246094,0.9959639310836792,0.9959639310836792,0,0.9937113523483276,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.24444444444444446,1.25,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11032472,,,,
271,271:premise:fra_Latn,premise,fra_Latn,entailment,two women walk down some stairs with intricate designs on the railings,The railings had designs.,Two women are descending stairs with complex patterns on bars.,The railings had designs.,two women walk down some stairs with intricate designs on the railings,Two women are descending stairs with complex patterns on bars.,True,[],0.9971461892127991,0.9949330687522888,0.9949330687522888,0,0.9804971218109131,[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",,,0.40909090909090906,0.8857142857142857,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.12456981,,,,
402,402:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A man with a black hat is standing and shading his eyes.,A man is standing.,A man with a black hat is standing and shading his eyes.,There's a man standing.,A man is standing.,There's a man standing.,True,[],0.9978343844413757,0.9975680708885193,0.9975680708885193,0,0.9978039860725403,[],[],,,0.2682926829268293,1.2777777777777777,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00462794,,,,
787,787:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,man wearing gray jacket watching family at worship.,A man is at home eating dinner.,man wearing gray jacket watching family at worship.,There's a man at home having dinner.,A man is at home eating dinner.,There's a man at home having dinner.,True,[],0.998454213142395,0.9977548718452454,0.9977548718452454,2,0.999566376209259,[],[],,,0.22388059701492535,1.1612903225806452,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00267875,,,,
112,112:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A man stands by a building playing a wooden electric guitar.,A man is standing.,A man stands by a building playing a wooden electric guitar.,There's a man standing.,A man is standing.,There's a man standing.,True,[],0.9978343844413757,0.9975680708885193,0.9975680708885193,0,0.9959924817085266,[],[],,,0.2682926829268293,1.2777777777777777,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00643945,,,,
453,453:premise:fra_Latn,premise,fra_Latn,neutral,An older man in a white shirt is playing a saxaphone.,The man owns the saxophone.,An old man in a white shirt plays saxophone.,The man owns the saxophone.,An older man in a white shirt is playing a saxaphone.,An old man in a white shirt plays saxophone.,True,[],0.9979094862937927,0.9963192939758301,0.9963192939758301,1,0.9920143485069275,[],[],,,0.134020618556701,0.8301886792452831,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01166636,,,,
118,118:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,"A man in a neon shirt, khakis, and an orange hard hat walks by a mulch machine.",A man is walking.,"A man in a neon shirt, khakis, and an orange hard hat walks by a mulch machine.",There's a man walking.,A man is walking.,There's a man walking.,True,[],0.9980700612068176,0.9979954957962036,0.9979954957962036,0,0.9971684813499451,[],[],,,0.28205128205128205,1.2941176470588236,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00483602,,,,
